"","municipio_codigo","municipio","uf","latitude","longitude","n","s"
"857",2614808,"TACARATU","PE",-9.09798,-38.1504,1,1
"858",2614857,"TAMANDARE","PE",-8.75665,-35.1033,0,1
"859",2615003,"TAQUARITINGA DO NORTE","PE",-7.89446,-36.0423,2,2
"860",2615300,"TIMBAUBA","PE",-7.50484,-35.3119,1,4
"861",2615409,"TORITAMA","PE",-8.00955,-36.0637,1,1
"862",2615607,"TRINDADE","PE",-7.759,-40.2647,0,8
"863",2615706,"TRIUNFO","PE",-7.83272,-38.0978,0,1
"864",2615805,"TUPANATINGA","PE",-8.74798,-37.3445,0,1
"865",2615904,"TUPARETAMA","PE",-7.6003,-37.3165,0,2
"866",2616100,"VERDEJANTE","PE",-7.92235,-38.9701,0,1
"867",2616209,"VERTENTES","PE",-7.90158,-35.9681,1,0
"868",2616308,"VICENCIA","PE",-7.65655,-35.3139,0,1
"869",2616407,"VITORIA DE SANTO ANTAO","PE",-8.12819,-35.2976,3,18
"870",2700300,"ARAPIRACA","AL",-9.75487,-36.6615,21,32
"871",2700409,"ATALAIA","AL",-9.5119,-36.0086,0,3
"872",2700706,"BATALHA","AL",-9.6742,-37.133,0,2
"873",2700805,"BELEM","AL",-9.57047,-36.4904,4,7
"874",2700904,"BELO MONTE","AL",-9.82272,-37.277,0,1
"875",2701506,"CAMPO GRANDE","AL",-9.95542,-36.7926,3,2
"876",2701605,"CANAPI","AL",-9.11932,-37.5967,2,4
"877",2701803,"CARNEIROS","AL",-9.48476,-37.3773,0,2
"878",2702108,"COLONIA LEOPOLDINA","AL",-8.91806,-35.7214,1,2
"879",2702306,"CORURIPE","AL",-10.1276,-36.1717,1,29
"880",2702355,"CRAIBAS","AL",-9.6178,-36.7697,2,2
"881",2702405,"DELMIRO GOUVEIA","AL",-9.38534,-37.9987,5,1
"882",2702900,"GIRAU DO PONCIANO","AL",-9.88404,-36.8316,1,0
"883",2703205,"IGREJA NOVA","AL",-10.1235,-36.6597,0,3
"884",2703304,"INHAPI","AL",-9.22594,-37.7509,0,1
"885",2704203,"LIMOEIRO DE ANADIA","AL",-9.74098,-36.5121,1,0
"886",2704302,"MACEIO","AL",-9.66599,-35.735,256,77
"887",2704401,"MAJOR ISIDORO","AL",-9.53009,-36.992,2,3
"888",2704609,"MARAVILHA","AL",-9.23045,-37.3524,0,1
"889",2704708,"MARECHAL DEODORO","AL",-9.70971,-35.8967,0,5
"890",2704807,"MARIBONDO","AL",-9.58353,-36.3045,4,1
"891",2705200,"MESSIAS","AL",-9.39384,-35.8392,0,3
"892",2706307,"PALMEIRA DOS INDIOS","AL",-9.40568,-36.6328,0,1
"893",2706448,"PARIPUEIRA","AL",-9.46313,-35.552,4,1
"894",2706703,"PENEDO","AL",-10.2874,-36.5819,1,1
"895",2706901,"PILAR","AL",-9.60135,-35.9543,2,0
"896",2707206,"POCO DAS TRINCHEIRAS","AL",-9.30742,-37.2889,0,1
"897",2707404,"PORTO DE PEDRAS","AL",-9.16006,-35.3049,2,0
"898",2707701,"RIO LARGO","AL",-9.47783,-35.8394,24,8
"899",2708006,"SANTANA DO IPANEMA","AL",-9.36999,-37.248,1,1
"900",2708303,"SAO JOSE DA LAJE","AL",-9.01278,-36.0515,0,4
"901",2708402,"SAO JOSE DA TAPERA","AL",-9.55768,-37.3831,0,1
"902",2708501,"SAO LUIS DO QUITUNDE","AL",-9.31816,-35.5606,0,10
"903",2708600,"SAO MIGUEL DOS CAMPOS","AL",-9.78301,-36.0971,4,4
"904",2708709,"SAO MIGUEL DOS MILAGRES","AL",-9.26493,-35.3763,1,0
"905",2708808,"SAO SEBASTIAO","AL",-9.93043,-36.559,2,0
"906",2708956,"SENADOR RUI PALMEIRA","AL",-9.46986,-37.4576,1,2
"907",2709004,"TANQUE D'ARCA","AL",-9.53379,-36.4366,0,1
"908",2709103,"TAQUARANA","AL",-9.64529,-36.4928,1,3
"909",2709152,"TEOTONIO VILELA","AL",-9.91656,-36.3492,4,0
"910",2709301,"UNIAO DOS PALMARES","AL",-9.15921,-36.0223,1,1
"911",2709400,"VICOSA","AL",-9.36763,-36.2431,0,3
"912",2800209,"AQUIDABA","SE",-10.278,-37.0148,0,1
"913",2800308,"ARACAJU","SE",-10.9091,-37.0677,115,27
"914",2800605,"BARRA DOS COQUEIROS","SE",-10.8996,-37.0323,4,0
"915",2800670,"BOQUIM","SE",-11.1397,-37.6195,3,3
"916",2800704,"BREJO GRANDE","SE",-10.4297,-36.4611,0,1
"917",2801009,"CAMPO DO BRITO","SE",-10.7392,-37.4954,0,2
"918",2801207,"CANINDE DE SAO FRANCISCO","SE",-9.64882,-37.7923,2,0
"919",2801306,"CAPELA","SE",-10.5069,-37.0628,1,0
"920",2801405,"CARIRA","SE",-10.3524,-37.7002,2,0
"921",2801504,"CARMOPOLIS","SE",-10.6449,-36.9887,1,0
"922",2801603,"CEDRO DE SAO JOAO","SE",-10.2534,-36.8856,0,1
"923",2801702,"CRISTINAPOLIS","SE",-11.4668,-37.7585,1,0
"924",2802106,"ESTANCIA","SE",-11.2659,-37.4484,38,5
"925",2802304,"FREI PAULO","SE",-10.5513,-37.5279,2,1
"926",2802700,"ILHA DAS FLORES","SE",-10.4425,-36.5479,0,1
"927",2802908,"ITABAIANA","SE",-10.6826,-37.4273,6,11
"928",2803005,"ITABAIANINHA","SE",-11.2693,-37.7875,5,2
"929",2803203,"ITAPORANGA D'AJUDA","SE",-10.99,-37.3078,0,3
"930",2803401,"JAPOATA","SE",-10.3477,-36.8045,3,0
"931",2803500,"LAGARTO","SE",-10.9136,-37.6689,9,5
"932",2803609,"LARANJEIRAS","SE",-10.7981,-37.1731,0,2
"933",2804102,"MOITA BONITA","SE",-10.5769,-37.3512,4,7
"934",2804458,"NOSSA SENHORA APARECIDA","SE",-10.3944,-37.4517,5,1
"935",2804508,"NOSSA SENHORA DA GLORIA","SE",-10.2158,-37.4211,5,0
"936",2804706,"NOSSA SENHORA DE LOURDES","SE",-10.0772,-37.0615,0,1
"937",2804805,"NOSSA SENHORA DO SOCORRO","SE",-10.8468,-37.1231,21,2
"938",2805208,"PINHAO","SE",-10.5677,-37.7242,11,0
"939",2805406,"POCO REDONDO","SE",-9.80616,-37.6833,4,2
"940",2805604,"PORTO DA FOLHA","SE",-9.91626,-37.2842,1,1
"941",2805703,"PROPRIA","SE",-10.2138,-36.8442,0,2
"942",2806008,"RIBEIROPOLIS","SE",-10.5357,-37.438,6,17
"943",2806602,"SANTO AMARO DAS BROTAS","SE",-10.7892,-37.0564,0,1
"944",2806701,"SAO CRISTOVAO","SE",-11.0084,-37.2044,3,2
"945",2807006,"SAO MIGUEL DO ALEIXO","SE",-10.3847,-37.3836,0,1
"946",2807105,"SIMAO DIAS","SE",-10.7387,-37.8097,1,1
"947",2807204,"SIRIRI","SE",-10.5965,-37.1131,1,0
"948",2807402,"TOBIAS BARRETO","SE",-11.1798,-37.9995,6,1
"949",2807501,"TOMAR DO GERU","SE",-11.3694,-37.8433,0,1
"950",2807600,"UMBAUBA","SE",-11.3809,-37.6623,0,4
"951",2900108,"ABAIRA","BA",-13.2488,-41.6619,1,1
"952",2900207,"ABARE","BA",-8.72073,-39.1162,0,2
"953",2900355,"ADUSTINA","BA",-10.5437,-38.1113,1,0
"954",2900405,"AGUA FRIA","BA",-11.8618,-38.7639,2,0
"955",2900702,"ALAGOINHAS","BA",-12.1335,-38.4208,9,28
"956",2900801,"ALCOBACA","BA",-17.5195,-39.2036,6,2
"957",2901007,"AMARGOSA","BA",-13.0215,-39.602,6,5
"958",2901106,"AMELIA RODRIGUES","BA",-12.3914,-38.7563,5,6
"959",2901155,"AMERICA DOURADA","BA",-11.4429,-41.439,1,0
"960",2901205,"ANAGE","BA",-14.6151,-41.1356,1,1
"961",2901353,"ANDORINHA","BA",-10.3482,-39.8391,0,5
"962",2901403,"ANGICAL","BA",-12.0063,-44.7003,0,2
"963",2901601,"ANTAS","BA",-10.3856,-38.3401,0,2
"964",2901809,"ANTONIO GONCALVES","BA",-10.5767,-40.2785,0,1
"965",2901908,"APORA","BA",-11.6577,-38.0814,0,1
"966",2902005,"ARACATU","BA",-14.428,-41.4648,0,1
"967",2902104,"ARACI","BA",-11.3253,-38.9584,3,5
"968",2902500,"BAIANOPOLIS","BA",-12.3016,-44.5388,1,2
"969",2902609,"BAIXA GRANDE","BA",-11.9519,-40.169,1,1
"970",2902658,"BANZAE","BA",-10.5788,-38.6212,0,3
"971",2902708,"BARRA","BA",-11.0859,-43.1459,1,1
"972",2902807,"BARRA DA ESTIVA","BA",-13.6237,-41.3347,8,10
"973",2902906,"BARRA DO CHOCA","BA",-14.8654,-40.5791,0,5
"974",2903003,"BARRA DO MENDES","BA",-11.81,-42.059,0,3
"975",2903102,"BARRA DO ROCHA","BA",-14.2,-39.5991,0,1
"976",2903201,"BARREIRAS","BA",-12.1439,-44.9968,79,56
"977",2903409,"BELMONTE","BA",-15.8608,-38.8758,1,0
"978",2903508,"BELO CAMPO","BA",-15.0334,-41.2652,7,1
"979",2903805,"BOA VISTA DO TUPIM","BA",-12.6498,-40.6064,0,2
"980",2903904,"BOM JESUS DA LAPA","BA",-13.2506,-43.4108,6,10
"981",2904001,"BONINAL","BA",-12.7069,-41.8286,0,1
"982",2904050,"BONITO","BA",-11.9668,-41.2647,3,0
"983",2904100,"BOQUIRA","BA",-12.8205,-42.7324,0,9
"984",2904209,"BOTUPORA","BA",-13.3772,-42.5163,0,1
"985",2904308,"BREJOES","BA",-13.1039,-39.7988,0,1
"986",2904407,"BREJOLANDIA","BA",-12.4815,-43.9679,1,0
"987",2904506,"BROTAS DE MACAUBAS","BA",-11.9915,-42.6326,0,2
"988",2904605,"BRUMADO","BA",-14.2021,-41.6696,7,74
"989",2904852,"CABACEIRAS DO PARAGUACU","BA",-12.5317,-39.1902,0,1
"990",2904902,"CACHOEIRA","BA",-12.5994,-38.9587,1,2
"991",2905008,"CACULE","BA",-14.5003,-42.2229,25,18
"992",2905107,"CAEM","BA",-11.0677,-40.432,0,1
"993",2905156,"CAETANOS","BA",-14.3347,-40.9175,1,2
"994",2905206,"CAETITE","BA",-14.0684,-42.4861,43,18
"995",2905404,"CAIRU","BA",-13.4904,-39.0465,1,2
"996",2905503,"CALDEIRAO GRANDE","BA",-11.0208,-40.2956,0,3
"997",2905602,"CAMACAN","BA",-15.4142,-39.4919,2,3
"998",2905701,"CAMACARI","BA",-12.6996,-38.3263,59,50
"999",2905800,"CAMAMU","BA",-13.9398,-39.1071,0,4
"1000",2905909,"CAMPO ALEGRE DE LOURDES","BA",-9.52221,-43.0126,4,2
"1001",2906006,"CAMPO FORMOSO","BA",-10.5105,-40.32,1,14
"1002",2906105,"CANAPOLIS","BA",-13.0725,-44.201,0,2
"1003",2906204,"CANARANA","BA",-11.6858,-41.7677,3,2
"1004",2906303,"CANAVIEIRAS","BA",-15.6722,-38.9536,1,3
"1005",2906501,"CANDEIAS","BA",-12.6716,-38.5472,10,71
"1006",2906600,"CANDIBA","BA",-14.4097,-42.8667,0,2
"1007",2906709,"CANDIDO SALES","BA",-15.4993,-41.2414,0,6
"1008",2906808,"CANSANCAO","BA",-10.6647,-39.4944,1,5
"1009",2906873,"CAPIM GROSSO","BA",-11.3797,-40.0089,8,11
"1010",2906899,"CARAIBAS","BA",-14.7177,-41.2603,2,0
"1011",2906907,"CARAVELAS","BA",-17.7268,-39.2597,5,2
"1012",2907103,"CARINHANHA","BA",-14.2985,-43.7724,0,2
"1013",2907202,"CASA NOVA","BA",-9.16408,-40.974,7,6
"1014",2907301,"CASTRO ALVES","BA",-12.7579,-39.4248,1,0
"1015",2907400,"CATOLANDIA","BA",-12.31,-44.8648,0,1
"1016",2907509,"CATU","BA",-12.3513,-38.3791,36,3
"1017",2907558,"CATURAMA","BA",-13.3239,-42.2904,0,1
"1018",2907608,"CENTRAL","BA",-11.1376,-42.1116,0,1
"1019",2907806,"CICERO DANTAS","BA",-10.5897,-38.3794,1,6
"1020",2908002,"COARACI","BA",-14.637,-39.5556,0,1
"1021",2908101,"COCOS","BA",-14.1814,-44.5352,3,6
"1022",2908200,"CONCEICAO DA FEIRA","BA",-12.5078,-38.9978,2,5
"1023",2908309,"CONCEICAO DO ALMEIDA","BA",-12.7836,-39.1715,0,2
"1024",2908408,"CONCEICAO DO COITE","BA",-11.56,-39.2808,10,5
"1025",2908507,"CONCEICAO DO JACUIPE","BA",-12.3268,-38.7684,78,9
"1026",2908606,"CONDE","BA",-11.8179,-37.6131,1,3
"1027",2908705,"CONDEUBA","BA",-14.9022,-41.9718,2,4
"1028",2908804,"CONTENDAS DO SINCORA","BA",-13.7537,-41.048,1,0
"1029",2908903,"CORACAO DE MARIA","BA",-12.2333,-38.7487,2,2
"1030",2909000,"CORDEIROS","BA",-15.0356,-41.9308,1,0
"1031",2909307,"CORRENTINA","BA",-13.3477,-44.6333,10,20
"1032",2909406,"COTEGIPE","BA",-12.0228,-44.2566,0,2
"1033",2909604,"CRISOPOLIS","BA",-11.5059,-38.1515,4,1
"1034",2909703,"CRISTOPOLIS","BA",-12.2249,-44.4214,0,1
"1035",2909802,"CRUZ DAS ALMAS","BA",-12.6675,-39.1008,12,6
"1036",2909901,"CURACA","BA",-8.98458,-39.8997,1,1
"1037",2910057,"DIAS D'AVILA","BA",-12.6187,-38.2926,29,31
"1038",2910107,"DOM BASILIO","BA",-13.7565,-41.7677,0,1
"1039",2910305,"ELISIO MEDRADO","BA",-12.9417,-39.5191,2,0
"1040",2910503,"ENTRE RIOS","BA",-11.9392,-38.0871,3,0
"1041",2910602,"ESPLANADA","BA",-11.7942,-37.9432,3,0
"1042",2910701,"EUCLIDES DA CUNHA","BA",-10.5078,-39.0153,7,10
"1043",2910727,"EUNAPOLIS","BA",-16.3715,-39.5821,43,56
"1044",2910776,"FEIRA DA MATA","BA",-14.2044,-44.2744,0,1
"1045",2910800,"FEIRA DE SANTANA","BA",-12.2664,-38.9663,170,96
"1046",2910859,"FILADELFIA","BA",-10.7405,-40.1437,1,0
"1047",2911006,"FLORESTA AZUL","BA",-14.8629,-39.6579,0,1
"1048",2911105,"FORMOSA DO RIO PRETO","BA",-11.0328,-45.193,9,6
"1049",2911204,"GANDU","BA",-13.7441,-39.4747,3,1
"1050",2911253,"GAVIAO","BA",-11.4688,-39.7757,0,1
"1051",2911402,"GLORIA","BA",-9.34382,-38.2544,0,3
"1052",2911709,"GUANAMBI","BA",-14.2231,-42.7799,27,21
"1053",2911907,"IACU","BA",-12.7666,-40.2056,6,1
"1054",2912004,"IBIASSUCE","BA",-14.2711,-42.257,0,1
"1055",2912202,"IBICOARA","BA",-13.4059,-41.284,12,5
"1056",2912301,"IBICUI","BA",-14.845,-39.9879,0,2
"1057",2912400,"IBIPEBA","BA",-11.6438,-42.0195,0,2
"1058",2912509,"IBIPITANGA","BA",-12.8804,-42.4856,2,7
"1059",2912707,"IBIRAPITANGA","BA",-14.1649,-39.3787,0,1
"1060",2912806,"IBIRAPUA","BA",-17.6832,-40.1129,1,37
"1061",2912905,"IBIRATAIA","BA",-14.0643,-39.6459,0,3
"1062",2913002,"IBITIARA","BA",-12.6502,-42.2179,1,1
"1063",2913200,"IBOTIRAMA","BA",-12.1779,-43.2167,7,2
"1064",2913408,"IGAPORA","BA",-13.774,-42.7155,2,4
"1065",2913606,"ILHEUS","BA",-14.793,-39.046,31,24
"1066",2913804,"IPECAETA","BA",-12.3028,-39.3069,3,2
"1067",2913903,"IPIAU","BA",-14.1226,-39.7353,3,8
"1068",2914000,"IPIRA","BA",-12.1561,-39.7359,1,12
"1069",2914109,"IPUPIARA","BA",-11.8219,-42.6179,2,0
"1070",2914307,"IRAMAIA","BA",-13.2902,-40.9595,0,2
"1071",2914406,"IRAQUARA","BA",-12.2429,-41.6155,0,14
"1072",2914505,"IRARA","BA",-12.0504,-38.7631,6,1
"1073",2914604,"IRECE","BA",-11.3033,-41.8535,66,38
"1074",2914653,"ITABELA","BA",-16.5732,-39.5593,1,1
"1075",2914703,"ITABERABA","BA",-12.5242,-40.3059,16,6
"1076",2914802,"ITABUNA","BA",-14.7876,-39.2781,67,97
"1077",2914901,"ITACARE","BA",-14.2784,-38.9959,3,10
"1078",2915007,"ITAETE","BA",-12.9831,-40.9677,1,5
"1079",2915205,"ITAGIBA","BA",-14.2782,-39.8449,2,0
"1080",2915304,"ITAGIMIRIM","BA",-16.0819,-39.6133,0,1
"1081",2915353,"ITAGUACU DA BAHIA","BA",-11.0147,-42.3997,2,1
"1082",2915403,"ITAJU DO COLONIA","BA",-15.1366,-39.7283,0,1
"1083",2915502,"ITAJUIPE","BA",-14.6788,-39.3698,0,2
"1084",2915601,"ITAMARAJU","BA",-17.0378,-39.5386,7,9
"1085",2915809,"ITAMBE","BA",-15.2429,-40.63,3,1
"1086",2915908,"ITANAGRA","BA",-12.2614,-38.0436,0,1
"1087",2916005,"ITANHEM","BA",-17.1642,-40.3321,2,3
"1088",2916104,"ITAPARICA","BA",-12.8932,-38.68,1,0
"1089",2916203,"ITAPE","BA",-14.8876,-39.4239,2,0
"1090",2916401,"ITAPETINGA","BA",-15.2475,-40.2482,5,14
"1091",2916500,"ITAPICURU","BA",-11.3088,-38.2262,1,4
"1092",2916609,"ITAPITANGA","BA",-14.4139,-39.5657,2,0
"1093",2916807,"ITARANTIM","BA",-15.6528,-40.065,0,3
"1094",2916856,"ITATIM","BA",-12.7099,-39.6952,6,4
"1095",2916906,"ITIRUCU","BA",-13.529,-40.1472,0,1
"1096",2917003,"ITIUBA","BA",-10.6948,-39.8446,0,5
"1097",2917102,"ITORORO","BA",-15.11,-40.0684,1,1
"1098",2917201,"ITUACU","BA",-13.8107,-41.3003,1,1
"1099",2917334,"IUIU","BA",-14.4054,-43.5595,1,2
"1100",2917359,"JABORANDI","BA",-13.6071,-44.4255,8,26
"1101",2917409,"JACARACI","BA",-14.8541,-42.4329,1,0
"1102",2917508,"JACOBINA","BA",-11.1812,-40.5117,17,9
"1103",2917607,"JAGUAQUARA","BA",-13.5248,-39.964,2,3
"1104",2917706,"JAGUARARI","BA",-10.2569,-40.1999,9,5
"1105",2917904,"JANDAIRA","BA",-11.5616,-37.7853,2,0
"1106",2918001,"JEQUIE","BA",-13.8509,-40.0877,32,50
"1107",2918100,"JEREMOABO","BA",-10.0685,-38.3471,1,1
"1108",2918308,"JITAUNA","BA",-14.0131,-39.8969,1,2
"1109",2918357,"JOAO DOURADO","BA",-11.3486,-41.6548,3,13
"1110",2918407,"JUAZEIRO","BA",-9.41622,-40.5033,27,102
"1111",2918456,"JUCURUCU","BA",-16.8488,-40.1641,0,2
"1112",2918506,"JUSSARA","BA",-11.0431,-41.9702,0,3
"1113",2918605,"JUSSIAPE","BA",-13.5155,-41.5882,0,1
"1114",2918704,"LAFAIETE COUTINHO","BA",-13.6541,-40.2119,0,2
"1115",2918753,"LAGOA REAL","BA",-14.0334,-42.1328,4,3
"1116",2919058,"LAJEDO DO TABOCAL","BA",-13.4663,-40.2204,2,0
"1117",2919157,"LAPAO","BA",-11.3851,-41.8286,2,4
"1118",2919207,"LAURO DE FREITAS","BA",-12.8978,-38.321,91,38
"1119",2919306,"LENCOIS","BA",-12.5616,-41.3928,2,5
"1120",2919405,"LICINIO DE ALMEIDA","BA",-14.6842,-42.5095,0,6
"1121",2919504,"LIVRAMENTO DE NOSSA SENHORA","BA",-13.6369,-41.8432,3,6
"1122",2919553,"LUIS EDUARDO MAGALHAES","BA",-12.0956,-45.7866,237,131
"1123",2919603,"MACAJUBA","BA",-12.1326,-40.3571,1,0
"1124",2919702,"MACARANI","BA",-15.5646,-40.4209,1,1
"1125",2919801,"MACAUBAS","BA",-13.0186,-42.6945,12,3
"1126",2919900,"MACURURE","BA",-9.16226,-39.0518,0,1
"1127",2919926,"MADRE DE DEUS","BA",-12.7446,-38.6153,6,17
"1128",2919959,"MAETINGA","BA",-14.6623,-41.4915,0,1
"1129",2920007,"MAIQUINIQUE","BA",-15.624,-40.2587,0,3
"1130",2920106,"MAIRI","BA",-11.7107,-40.1437,1,0
"1131",2920205,"MALHADA","BA",-14.3371,-43.7686,0,1
"1132",2920304,"MALHADA DE PEDRAS","BA",-14.3847,-41.8842,1,7
"1133",2920502,"MARACAS","BA",-13.4355,-40.4323,2,0
"1134",2920700,"MARAU","BA",-14.1035,-39.0137,1,0
"1135",2920908,"MASCOTE","BA",-15.5542,-39.3016,0,2
"1136",2921005,"MATA DE SAO JOAO","BA",-12.5307,-38.3009,6,13
"1137",2921104,"MEDEIROS NETO","BA",-17.3707,-40.2238,5,1
"1138",2921203,"MIGUEL CALMON","BA",-11.4299,-40.6031,0,3
"1139",2921401,"MIRANGABA","BA",-10.961,-40.574,0,1
"1140",2921450,"MIRANTE","BA",-14.2385,-40.7718,0,1
"1141",2921500,"MONTE SANTO","BA",-10.4374,-39.3321,2,5
"1142",2921708,"MORRO DO CHAPEU","BA",-11.5488,-41.1565,5,1
"1143",2921807,"MORTUGABA","BA",-15.0225,-42.3727,1,3
"1144",2921906,"MUCUGE","BA",-13.0053,-41.3703,1,0
"1145",2922003,"MUCURI","BA",-18.0754,-39.5565,7,3
"1146",2922102,"MUNDO NOVO","BA",-11.8541,-40.4714,0,1
"1147",2922201,"MUNIZ FERREIRA","BA",-13.0092,-39.1092,1,0
"1148",2922250,"MUQUEM DO SAO FRANCISCO","BA",-12.065,-43.5497,1,2
"1149",2922409,"MUTUIPE","BA",-13.2284,-39.5044,1,0
"1150",2922508,"NAZARE","BA",-13.0235,-39.0108,1,2
"1151",2922656,"NORDESTINA","BA",-10.8192,-39.4297,0,1
"1152",2922706,"NOVA CANAA","BA",-14.7912,-40.1458,0,2
"1153",2922730,"NOVA FATIMA","BA",-11.6031,-39.6302,0,4
"1154",2922904,"NOVA SOURE","BA",-11.2329,-38.4871,2,0
"1155",2923001,"NOVA VICOSA","BA",-17.8926,-39.3743,1,16
"1156",2923100,"OLINDINA","BA",-11.3497,-38.3379,0,7
"1157",2923209,"OLIVEIRA DOS BREJINHOS","BA",-12.3132,-42.8969,2,8
"1158",2923357,"OUROLANDIA","BA",-10.9578,-41.0756,0,7
"1159",2923407,"PALMAS DE MONTE ALTO","BA",-14.2676,-43.1609,0,1
"1160",2923506,"PALMEIRAS","BA",-12.5059,-41.5809,0,1
"1161",2923605,"PARAMIRIM","BA",-13.4388,-42.2395,0,14
"1162",2923704,"PARATINGA","BA",-12.687,-43.1798,0,3
"1163",2923803,"PARIPIRANGA","BA",-10.6859,-37.8626,4,1
"1164",2923902,"PAU BRASIL","BA",-15.4572,-39.6458,1,0
"1165",2924009,"PAULO AFONSO","BA",-9.3983,-38.2216,11,9
"1166",2924306,"PIATA","BA",-13.1465,-41.7702,2,7
"1167",2924405,"PILAO ARCADO","BA",-10.0051,-42.4936,1,3
"1168",2924504,"PINDAI","BA",-14.4921,-42.686,0,1
"1169",2924603,"PINDOBACU","BA",-10.7433,-40.3675,0,1
"1170",2924678,"PIRAI DO NORTE","BA",-13.759,-39.3836,2,0
"1171",2924702,"PIRIPA","BA",-14.9444,-41.7168,0,2
"1172",2924801,"PIRITIBA","BA",-11.73,-40.5587,0,3
"1173",2924900,"PLANALTINO","BA",-13.2618,-40.3695,1,0
"1174",2925006,"PLANALTO","BA",-14.6654,-40.4718,10,11
"1175",2925105,"POCOES","BA",-14.5234,-40.3634,3,4
"1176",2925204,"POJUCA","BA",-12.4303,-38.3374,5,21
"1177",2925253,"PONTO NOVO","BA",-10.8653,-40.1311,2,2
"1178",2925303,"PORTO SEGURO","BA",-16.4435,-39.0643,38,17
"1179",2925402,"POTIRAGUA","BA",-15.5943,-39.8638,0,5
"1180",2925501,"PRADO","BA",-17.3364,-39.2227,2,1
"1181",2925600,"PRESIDENTE DUTRA","BA",-11.2923,-41.9843,1,2
"1182",2925758,"PRESIDENTE TANCREDO NEVES","BA",-13.4471,-39.4203,3,1
"1183",2925808,"QUEIMADAS","BA",-10.9736,-39.6293,5,9
"1184",2925956,"RAFAEL JAMBEIRO","BA",-12.4053,-39.5007,0,9
"1185",2926103,"RETIROLANDIA","BA",-11.4832,-39.4234,0,3
"1186",2926301,"RIACHAO DO JACUIPE","BA",-11.8067,-39.3818,1,2
"1187",2926400,"RIACHO DE SANTANA","BA",-13.6059,-42.9397,0,4
"1188",2926608,"RIBEIRA DO POMBAL","BA",-10.8373,-38.5382,12,10
"1189",2926806,"RIO DO ANTONIO","BA",-14.4071,-42.0721,0,4
"1190",2926905,"RIO DO PIRES","BA",-13.1185,-42.2902,2,3
"1191",2927002,"RIO REAL","BA",-11.4814,-37.9332,1,2
"1192",2927200,"RUY BARBOSA","BA",-12.2816,-40.4931,1,3
"1193",2927408,"SALVADOR","BA",-12.9718,-38.5011,583,235
"1194",2927507,"SANTA BARBARA","BA",-11.9515,-38.9681,1,0
"1195",2927606,"SANTA BRIGIDA","BA",-9.73227,-38.1209,1,0
"1196",2927705,"SANTA CRUZ CABRALIA","BA",-16.2825,-39.0295,1,5
"1197",2928000,"SANTALUZ","BA",-11.2508,-39.375,6,6
"1198",2928059,"SANTA LUZIA","BA",-15.4342,-39.3287,0,1
"1199",2928109,"SANTA MARIA DA VITORIA","BA",-13.3859,-44.2011,1,3
"1200",2928208,"SANTANA","BA",-12.9792,-44.0506,4,8
"1201",2928307,"SANTANOPOLIS","BA",-12.0311,-38.8694,0,1
"1202",2928406,"SANTA RITA DE CASSIA","BA",-11.0063,-44.5255,0,2
"1203",2928505,"SANTA TERESINHA","BA",-12.7697,-39.5215,1,0
"1204",2928604,"SANTO AMARO","BA",-12.5472,-38.7137,4,4
"1205",2928703,"SANTO ANTONIO DE JESUS","BA",-12.9614,-39.2584,29,32
"1206",2928802,"SANTO ESTEVAO","BA",-12.428,-39.2505,0,5
"1207",2928901,"SAO DESIDERIO","BA",-12.3572,-44.9769,15,14
"1208",2929057,"SAO FELIX DO CORIBE","BA",-13.4019,-44.1837,5,2
"1209",2929107,"SAO FELIPE","BA",-12.8394,-39.0893,0,4
"1210",2929206,"SAO FRANCISCO DO CONDE","BA",-12.6183,-38.6786,1,5
"1211",2929255,"SAO GABRIEL","BA",-11.2175,-41.8843,0,1
"1212",2929305,"SAO GONCALO DOS CAMPOS","BA",-12.4331,-38.9663,40,38
"1213",2929370,"SAO JOSE DO JACUIPE","BA",-11.4137,-39.8669,0,2
"1214",2929503,"SAO SEBASTIAO DO PASSE","BA",-12.5123,-38.4905,2,19
"1215",2929701,"SATIRO DIAS","BA",-11.5929,-38.5938,1,0
"1216",2929750,"SAUBARA","BA",-12.7387,-38.7625,1,0
"1217",2929800,"SAUDE","BA",-10.9428,-40.4155,2,0
"1218",2929909,"SEABRA","BA",-12.4169,-41.7722,0,23
"1219",2930105,"SENHOR DO BONFIM","BA",-10.4594,-40.1865,7,7
"1220",2930154,"SERRA DO RAMALHO","BA",-13.5659,-43.5929,0,3
"1221",2930204,"SENTO SE","BA",-9.74138,-41.8786,0,1
"1222",2930303,"SERRA DOURADA","BA",-12.759,-43.9504,1,0
"1223",2930402,"SERRA PRETA","BA",-12.156,-39.3305,1,3
"1224",2930501,"SERRINHA","BA",-11.6584,-39.01,4,5
"1225",2930709,"SIMOES FILHO","BA",-12.7866,-38.4029,74,88
"1226",2930758,"SITIO DO MATO","BA",-13.0801,-43.4689,0,2
"1227",2930774,"SOBRADINHO","BA",-9.45024,-40.8145,1,3
"1228",2930808,"SOUTO SOARES","BA",-12.088,-41.6427,1,1
"1229",2930907,"TABOCAS DO BREJO VELHO","BA",-12.7026,-44.0075,1,3
"1230",2931004,"TANHACU","BA",-14.0197,-41.2473,4,0
"1231",2931053,"TANQUE NOVO","BA",-13.5485,-42.4934,1,5
