,cnae_fiscal,cnae_fiscal_desc,uf,mun,quant,mun_uf,codigo_ibge,latitude,longitude;
25361,810007,Extração de argila e beneficiamento associado,rs,sao jeronimo,0.5,sao jeronimo - rs,4318408,-29.9716,-51.7251;
25362,810007,Extração de argila e beneficiamento associado,rs,sao jeronimo,0.1,sao jeronimo - rs,4318408,-29.9716,-51.7251;
25363,810007,Extração de argila e beneficiamento associado,rs,sao jeronimo,0.01,sao jeronimo - rs,4318408,-29.9716,-51.7251;
"25364,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",sc,palhoca,28.0,palhoca - sc,4211900,-27.6455,-48.6697";
"25365,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",sc,palhoca,21.0,palhoca - sc,4211900,-27.6455,-48.6697";
"25366,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",sc,palhoca,25.0,palhoca - sc,4211900,-27.6455,-48.6697";
25367,1012103,Frigorífico - abate de suínos,sc,tangara,0.01,tangara - sc,4217907,-27.0996,-51.2473;
25368,1012103,Frigorífico - abate de suínos,sc,braco do norte,0.07,braco do norte - sc,4202800,-28.2681,-49.1701;
25369,1012103,Frigorífico - abate de suínos,sc,braco do norte,3.2,braco do norte - sc,4202800,-28.2681,-49.1701;
25370,3101200,Fabricação de móveis com predominância de madeira,pr,quatro barras,0.3,quatro barras - pr,4120804,-25.3673,-49.0763;
25371,3101200,Fabricação de móveis com predominância de madeira,pr,quatro barras,0.29,quatro barras - pr,4120804,-25.3673,-49.0763;
25372,3101200,Fabricação de móveis com predominância de madeira,pr,quatro barras,0.35,quatro barras - pr,4120804,-25.3673,-49.0763;
25373,3101200,Fabricação de móveis com predominância de madeira,pr,quatro barras,0.31,quatro barras - pr,4120804,-25.3673,-49.0763;
25374,3101200,Fabricação de móveis com predominância de madeira,pr,quatro barras,0.02,quatro barras - pr,4120804,-25.3673,-49.0763;
25375,1013901,Fabricação de produtos de carne,pr,sao jose dos pinhais,339.02,sao jose dos pinhais - pr,4125506,-25.5313,-49.2031;
25376,1013901,Fabricação de produtos de carne,pr,sao jose dos pinhais,53.4,sao jose dos pinhais - pr,4125506,-25.5313,-49.2031;
25377,1013901,Fabricação de produtos de carne,pr,sao jose dos pinhais,15.11,sao jose dos pinhais - pr,4125506,-25.5313,-49.2031;
"25378,2930101,""Fabricação de cabines, carrocerias e reboques para caminhões"",pr,ponta grossa,0.41,ponta grossa - pr,4119905,-25.0916,-50.1668";
"25379,2930101,""Fabricação de cabines, carrocerias e reboques para caminhões"",pr,ponta grossa,0.01,ponta grossa - pr,4119905,-25.0916,-50.1668";
"25380,2930101,""Fabricação de cabines, carrocerias e reboques para caminhões"",pr,ponta grossa,7.67,ponta grossa - pr,4119905,-25.0916,-50.1668";
"25381,2930101,""Fabricação de cabines, carrocerias e reboques para caminhões"",pr,ponta grossa,4.2,ponta grossa - pr,4119905,-25.0916,-50.1668";
25382,1721400,Fabricação de papel,pr,tibagi,81.14,tibagi - pr,4127502,-24.5153,-50.4176;
25383,1721400,Fabricação de papel,pr,tibagi,34.4,tibagi - pr,4127502,-24.5153,-50.4176;
25384,1721400,Fabricação de papel,pr,tibagi,45.18,tibagi - pr,4127502,-24.5153,-50.4176;
25385,1721400,Fabricação de papel,pr,tibagi,61.79,tibagi - pr,4127502,-24.5153,-50.4176;
25386,1721400,Fabricação de papel,pr,tibagi,55.87,tibagi - pr,4127502,-24.5153,-50.4176;
25387,1721400,Fabricação de papel,pr,tibagi,9.76,tibagi - pr,4127502,-24.5153,-50.4176;
25388,1721400,Fabricação de papel,pr,tibagi,43.93,tibagi - pr,4127502,-24.5153,-50.4176;
25389,1721400,Fabricação de papel,pr,tibagi,43.93,tibagi - pr,4127502,-24.5153,-50.4176;
25390,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,pr,ponta grossa,0.1,ponta grossa - pr,4119905,-25.0916,-50.1668;
25391,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,pr,ponta grossa,0.11,ponta grossa - pr,4119905,-25.0916,-50.1668;
25392,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,pr,ponta grossa,0.12,ponta grossa - pr,4119905,-25.0916,-50.1668;
25393,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,pr,ponta grossa,0.12,ponta grossa - pr,4119905,-25.0916,-50.1668;
25394,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,pr,ponta grossa,0.12,ponta grossa - pr,4119905,-25.0916,-50.1668;
25395,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,pr,ponta grossa,0.14,ponta grossa - pr,4119905,-25.0916,-50.1668;
25396,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,pr,ponta grossa,0.11,ponta grossa - pr,4119905,-25.0916,-50.1668;
25397,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,pr,ponta grossa,0.15,ponta grossa - pr,4119905,-25.0916,-50.1668;
25398,2591800,Fabricação de embalagens metálicas,pr,ponta grossa,4.95,ponta grossa - pr,4119905,-25.0916,-50.1668;
25399,2591800,Fabricação de embalagens metálicas,pr,ponta grossa,4.3,ponta grossa - pr,4119905,-25.0916,-50.1668;
25400,2591800,Fabricação de embalagens metálicas,pr,ponta grossa,5.28,ponta grossa - pr,4119905,-25.0916,-50.1668;
25401,2591800,Fabricação de embalagens metálicas,pr,ponta grossa,4.84,ponta grossa - pr,4119905,-25.0916,-50.1668;
25402,2591800,Fabricação de embalagens metálicas,pr,ponta grossa,4.83,ponta grossa - pr,4119905,-25.0916,-50.1668;
25403,2591800,Fabricação de embalagens metálicas,pr,ponta grossa,4.8,ponta grossa - pr,4119905,-25.0916,-50.1668;
25404,2591800,Fabricação de embalagens metálicas,pr,ponta grossa,3.0,ponta grossa - pr,4119905,-25.0916,-50.1668;
25405,2591800,Fabricação de embalagens metálicas,pr,ponta grossa,4.5,ponta grossa - pr,4119905,-25.0916,-50.1668;
25406,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,pr,turvo,89.4,turvo - pr,4127965,-25.0437,-51.5282;
25407,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,pr,turvo,72.4,turvo - pr,4127965,-25.0437,-51.5282;
25408,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,pr,turvo,103.0,turvo - pr,4127965,-25.0437,-51.5282;
25409,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,pr,turvo,153.0,turvo - pr,4127965,-25.0437,-51.5282;
25410,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,pr,turvo,168.5,turvo - pr,4127965,-25.0437,-51.5282;
25411,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,pr,turvo,50.3,turvo - pr,4127965,-25.0437,-51.5282;
25412,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,pr,turvo,97.4,turvo - pr,4127965,-25.0437,-51.5282;
25413,1710900,Fabricação de celulose e outras pastas para a fabricação de papel,pr,turvo,31.18,turvo - pr,4127965,-25.0437,-51.5282;
25419,1011201,Frigorífico - abate de bovinos,pr,ponta grossa,6.76,ponta grossa - pr,4119905,-25.0916,-50.1668;
25420,1011201,Frigorífico - abate de bovinos,pr,ponta grossa,6.9,ponta grossa - pr,4119905,-25.0916,-50.1668;
25421,1011201,Frigorífico - abate de bovinos,pr,ponta grossa,15.32,ponta grossa - pr,4119905,-25.0916,-50.1668;
25422,1011201,Frigorífico - abate de bovinos,pr,ponta grossa,16.47,ponta grossa - pr,4119905,-25.0916,-50.1668;
25423,1011201,Frigorífico - abate de bovinos,pr,ponta grossa,23.46,ponta grossa - pr,4119905,-25.0916,-50.1668;
25424,1011201,Frigorífico - abate de bovinos,pr,ponta grossa,23.48,ponta grossa - pr,4119905,-25.0916,-50.1668;
25425,1011201,Frigorífico - abate de bovinos,pr,ponta grossa,23.0,ponta grossa - pr,4119905,-25.0916,-50.1668;
25426,1011201,Frigorífico - abate de bovinos,pr,ponta grossa,4.55,ponta grossa - pr,4119905,-25.0916,-50.1668;
25427,1922502,Rerrefino de óleos lubrificantes,pr,campina grande do sul,2.55,campina grande do sul - pr,4104006,-25.3044,-49.0551;
25428,1922502,Rerrefino de óleos lubrificantes,pr,campina grande do sul,2.55,campina grande do sul - pr,4104006,-25.3044,-49.0551;
25429,1922502,Rerrefino de óleos lubrificantes,pr,campina grande do sul,17.37,campina grande do sul - pr,4104006,-25.3044,-49.0551;
25430,1922502,Rerrefino de óleos lubrificantes,pr,campina grande do sul,3.0,campina grande do sul - pr,4104006,-25.3044,-49.0551;
25431,1922502,Rerrefino de óleos lubrificantes,pr,campina grande do sul,2.6,campina grande do sul - pr,4104006,-25.3044,-49.0551;
25432,1922502,Rerrefino de óleos lubrificantes,pr,campina grande do sul,2.5,campina grande do sul - pr,4104006,-25.3044,-49.0551;
25433,1922502,Rerrefino de óleos lubrificantes,pr,campina grande do sul,1.74,campina grande do sul - pr,4104006,-25.3044,-49.0551;
"25434,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,palmas,15.0,palmas - pr,4117602,-26.4839,-51.9888";
"25435,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,palmas,15.0,palmas - pr,4117602,-26.4839,-51.9888";
"25436,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,palmas,15.0,palmas - pr,4117602,-26.4839,-51.9888";
"25437,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,palmas,15.0,palmas - pr,4117602,-26.4839,-51.9888";
"25438,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,palmas,15.0,palmas - pr,4117602,-26.4839,-51.9888";
"25439,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,palmas,20.0,palmas - pr,4117602,-26.4839,-51.9888";
"25440,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,cascavel,14.52,cascavel - pr,4104808,-24.9573,-53.458999999999996";
"25441,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,cascavel,13.31,cascavel - pr,4104808,-24.9573,-53.458999999999996";
"25442,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,cascavel,6.23,cascavel - pr,4104808,-24.9573,-53.458999999999996";
"25443,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,cascavel,11.84,cascavel - pr,4104808,-24.9573,-53.458999999999996";
"25444,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",pr,cascavel,12.24,cascavel - pr,4104808,-24.9573,-53.458999999999996";
25445,210103,Cultivo de pinus,pr,palmas,124512.0,palmas - pr,4117602,-26.4839,-51.9888;
25446,210103,Cultivo de pinus,pr,palmas,123.51,palmas - pr,4117602,-26.4839,-51.9888;
25447,210103,Cultivo de pinus,pr,palmas,1584.36,palmas - pr,4117602,-26.4839,-51.9888;
25448,210103,Cultivo de pinus,pr,palmas,1584.36,palmas - pr,4117602,-26.4839,-51.9888;
25449,210103,Cultivo de pinus,pr,palmas,1584.36,palmas - pr,4117602,-26.4839,-51.9888;
25450,210103,Cultivo de pinus,pr,palmas,16000.5,palmas - pr,4117602,-26.4839,-51.9888;
"25451,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pr,paraiso do norte,1.2,paraiso do norte - pr,4118006,-23.2824,-52.6054";
25452,1011201,Frigorífico - abate de bovinos,sc,canoinhas,0.2,canoinhas - sc,4203808,-26.1766,-50.395;
25453,1011201,Frigorífico - abate de bovinos,sc,canoinhas,0.2,canoinhas - sc,4203808,-26.1766,-50.395;
25454,1011201,Frigorífico - abate de bovinos,sc,canoinhas,0.2,canoinhas - sc,4203808,-26.1766,-50.395;
25455,1011201,Frigorífico - abate de bovinos,sc,canoinhas,0.2,canoinhas - sc,4203808,-26.1766,-50.395;
25456,1011201,Frigorífico - abate de bovinos,sc,canoinhas,0.2,canoinhas - sc,4203808,-26.1766,-50.395;
25457,1011201,Frigorífico - abate de bovinos,sc,canoinhas,0.2,canoinhas - sc,4203808,-26.1766,-50.395;
25458,2221800,Fabricação de laminados planos e tubulares de material plástico,sc,sao jose,0.0,sao jose - sc,4216602,-27.6136,-48.6366;
25459,2221800,Fabricação de laminados planos e tubulares de material plástico,sc,sao jose,0.0,sao jose - sc,4216602,-27.6136,-48.6366;
25460,2221800,Fabricação de laminados planos e tubulares de material plástico,sc,sao jose,0.0,sao jose - sc,4216602,-27.6136,-48.6366;
25461,2221800,Fabricação de laminados planos e tubulares de material plástico,sc,sao jose,0.0,sao jose - sc,4216602,-27.6136,-48.6366;
25462,2221800,Fabricação de laminados planos e tubulares de material plástico,sc,sao jose,0.0,sao jose - sc,4216602,-27.6136,-48.6366;
25463,1063500,Fabricação de farinha de mandioca e derivados,sc,agronomica,0.15,agronomica - sc,4200309,-27.2662,-49.708;
25464,1063500,Fabricação de farinha de mandioca e derivados,sc,agronomica,0.15,agronomica - sc,4200309,-27.2662,-49.708;
25465,3101200,Fabricação de móveis com predominância de madeira,pr,paranavai,1.77,paranavai - pr,4118402,-23.0816,-52.4617;
25466,3101200,Fabricação de móveis com predominância de madeira,pr,paranavai,1.8,paranavai - pr,4118402,-23.0816,-52.4617;
25467,3101200,Fabricação de móveis com predominância de madeira,pr,paranavai,1.9,paranavai - pr,4118402,-23.0816,-52.4617;
25468,3101200,Fabricação de móveis com predominância de madeira,pr,paranavai,0.54,paranavai - pr,4118402,-23.0816,-52.4617;
25469,4632001,Comércio atacadista de cereais e leguminosas beneficiados,pr,prudentopolis,0.09,prudentopolis - pr,4120606,-25.2111,-50.9754;
25470,1610203,Serrarias com desdobramento de madeira em bruto,pr,prudentopolis,5.13,prudentopolis - pr,4120606,-25.2111,-50.9754;
25471,1052000,Fabricação de laticínios,pr,quatigua,53.78,quatigua - pr,4120705,-23.5671,-49.916000000000004;
25472,1052000,Fabricação de laticínios,pr,quatigua,19.66,quatigua - pr,4120705,-23.5671,-49.916000000000004;
25473,1052000,Fabricação de laticínios,pr,quatigua,19.66,quatigua - pr,4120705,-23.5671,-49.916000000000004;
25474,1052000,Fabricação de laticínios,pr,quatigua,19.66,quatigua - pr,4120705,-23.5671,-49.916000000000004;
25475,1052000,Fabricação de laticínios,pr,quatigua,7.64,quatigua - pr,4120705,-23.5671,-49.916000000000004;
"25476,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pr,reboucas,7.8,reboucas - pr,4121505,-25.6232,-50.6877";
"25477,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pr,reboucas,7.8,reboucas - pr,4121505,-25.6232,-50.6877";
"25478,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pr,reboucas,7.8,reboucas - pr,4121505,-25.6232,-50.6877";
"25479,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pr,reboucas,7.8,reboucas - pr,4121505,-25.6232,-50.6877";
25480,2099199,Fabricação de outros produtos químicos não especificados anteriormente,sc,gaspar,0.08,gaspar - sc,4205902,-26.9336,-48.9534;
25481,2099199,Fabricação de outros produtos químicos não especificados anteriormente,sc,gaspar,8.53,gaspar - sc,4205902,-26.9336,-48.9534;
25482,2099199,Fabricação de outros produtos químicos não especificados anteriormente,sc,gaspar,0.0,gaspar - sc,4205902,-26.9336,-48.9534;
25483,2099199,Fabricação de outros produtos químicos não especificados anteriormente,sc,gaspar,0.0,gaspar - sc,4205902,-26.9336,-48.9534;
25484,2099199,Fabricação de outros produtos químicos não especificados anteriormente,sc,gaspar,0.0,gaspar - sc,4205902,-26.9336,-48.9534;
25485,2099199,Fabricação de outros produtos químicos não especificados anteriormente,sc,gaspar,1.11,gaspar - sc,4205902,-26.9336,-48.9534;
25486,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sc,joinville,0.0,joinville - sc,4209102,-26.3045,-48.8487;
25487,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sc,joinville,0.02,joinville - sc,4209102,-26.3045,-48.8487;
25488,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sc,joinville,0.0,joinville - sc,4209102,-26.3045,-48.8487;
25489,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sc,joinville,0.0,joinville - sc,4209102,-26.3045,-48.8487;
25490,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sc,joinville,0.0,joinville - sc,4209102,-26.3045,-48.8487;
25491,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sc,joinville,0.0,joinville - sc,4209102,-26.3045,-48.8487;
