"","municipio","lat","lng","sum_quant"
"1441","piratininga - sp",-22.4142,-49.1339,2
"1442","pirenopolis - go",-15.8507,-48.9584,0
"1443","piripiri - pi",-4.27157,-41.7716,200
"1444","pitanga - pr",-24.7588,-51.7596,16.4825
"1445","pitangui - mg",-19.6741,-44.8964,2.75
"1446","pitimbu - pb",-7.4664,-34.8151,2639.876
"1447","pium - to",-10.442,-49.1876,43.675
"1448","piumhi - mg",-20.4762,-45.9589,38.86
"1449","placido de castro - ac",-10.2806,-67.1371,7679.03
"1450","planaltina - go",-15.452,-47.6089,45.01
"1451","planalto - pr",-25.7211,-53.7642,170.2
"1452","poa - sp",-23.5333,-46.3473,165.06125
"1453","poco fundo - mg",-21.78,-45.9658,0.234
"1454","pocos de caldas - mg",-21.78,-46.5692,547.625
"1455","pojuca - ba",-12.4303,-38.3374,11.8183333333333
"1456","pombal - pb",-6.76606,-37.8003,0.5
"1457","pombos - pe",-8.13982,-35.3967,414
"1458","pomerode - sc",-26.7384,-49.1785,4.90380952380952
"1459","pompeia - sp",-22.107,-50.176,2.23
"1460","ponta grossa - pr",-25.0916,-50.1668,793707.395919913
"1461","ponta pora - ms",-22.5296,-55.7203,131.97
"1462","pontal - sp",-21.0216,-48.0423,648
"1463","pontao - rs",-28.0585,-52.6791,0.2
"1464","ponte alta do norte - sc",-27.1591,-50.4659,22.758
"1465","ponte nova - mg",-20.4111,-42.8978,2889.60192857143
"1466","ponte serrada - sc",-26.8733,-52.0112,25.22
"1467","pontes e lacerda - mt",-15.2219,-59.3435,93879.4629166667
"1468","ponto dos volantes - mg",-16.7473,-41.5025,0.11
"1469","ponto novo - ba",-10.8653,-40.1311,0.05
"1470","porangatu - go",-13.4391,-49.1503,20
"1471","porciuncula - rj",-20.9632,-42.0465,737.5
"1472","porecatu - pr",-22.7537,-51.3795,10.6357142857143
"1473","portao - rs",-29.7015,-51.2429,38.5775
"1474","portel - pa",-1.93639,-50.8194,0.01
"1475","portelandia - go",-17.3554,-52.6799,399.78
"1476","porto acre - ac",-9.58138,-67.5478,266.666666666667
"1477","porto alegre - rs",-30.0318,-51.2065,24944.3662380952
"1478","porto belo - sc",-27.1586,-48.5469,33620.666
"1479","porto esperidiao - mt",-15.857,-58.4619,4.28
"1480","porto feliz - sp",-23.2093,-47.5251,916.15
"1481","porto ferreira - sp",-21.8498,-47.487,151.1875
"1482","porto franco - ma",-6.34149,-47.3962,0
"1483","porto murtinho - ms",-21.6981,-57.8836,1877.5
"1484","porto nacional - to",-10.7027,-48.408,650
"1485","porto real - rj",-22.4175,-44.2952,39.4125
"1486","porto seguro - ba",-16.4435,-39.0643,725
"1487","porto uniao - sc",-26.2451,-51.0759,663.746369047619
"1488","porto velho - ro",-8.76077,-63.8999,140719327.652667
"1489","porto vitoria - pr",-26.1674,-51.231,403.36
"1490","porto walter - ac",-8.26323,-72.7537,10.515
"1491","pote - mg",-17.8077,-41.786,2.1
"1492","potim - sp",-22.8343,-45.2552,524.727142857143
"1493","pouso alegre - mg",-22.2266,-45.9389,7266.65541666667
"1494","pouso alto - mg",-22.1964,-44.9748,13.858
"1495","pouso redondo - sc",-27.2567,-49.9301,111.1825
"1496","prado ferreira - pr",-23.0357,-51.4429,67.858
"1497","pradopolis - sp",-21.3626,-48.0679,436.63
"1498","prados - mg",-21.0597,-44.0778,81.485
"1499","prainha - pa",-1.798,-53.4779,9500
"1500","prata - mg",-19.3086,-48.9276,600
"1501","pratapolis - mg",-20.7411,-46.8624,1.42
"1502","presidente bernardes - mg",-20.7656,-43.1895,0.92
"1503","presidente bernardes - sp",-22.0082,-51.5565,0
"1504","presidente dutra - ma",-5.2898,-44.495,0.166666666666667
"1505","presidente epitacio - sp",-21.7651,-52.1111,5101
"1506","presidente figueiredo - am",-2.02981,-60.0234,140.953333333333
"1507","presidente getulio - sc",-27.0474,-49.6246,115.550833333333
"1508","presidente janio quadros - ba",-14.6885,-41.6798,0.01
"1509","presidente kubitschek - mg",-18.6193,-43.5628,0.01
"1510","presidente medici - ro",-11.169,-61.8986,60.7814285714286
"1511","presidente prudente - sp",-22.1207,-51.3925,689.39880952381
"1512","primavera - pa",-0.945439,-47.1253,1.6
"1513","primavera - pe",-8.32999,-35.3544,0.42
"1514","progresso - rs",-29.2441,-52.3197,0.034
"1515","promissao - sp",-21.5356,-49.8599,4.32
"1516","prudentopolis - pr",-25.2111,-50.9754,5371.28739285714
"1517","puxinana - pb",-7.15479,-35.9543,157
"1518","quadra - sp",-23.2993,-48.0547,0.01
"1519","quartel geral - mg",-19.2703,-45.5569,20289.035
"1520","quatigua - pr",-23.5671,-49.916,62.28
"1521","quatro barras - pr",-25.3673,-49.0763,213.984554029304
"1522","quatro pontes - pr",-24.5752,-53.9759,211.522
"1523","quedas do iguacu - pr",-25.4492,-52.9102,4772.98821428572
"1524","queimados - rj",-22.7102,-43.5518,1351.68375
"1525","queluz - sp",-22.5312,-44.7781,2.6
"1526","querencia do norte - pr",-23.0838,-53.483,1554.44
"1527","quilombo - sc",-26.7264,-52.724,59.8716666666667
"1528","quintana - sp",-22.0692,-50.307,2.69
"1529","quipapa - pe",-8.81175,-36.0137,0.01
"1530","quirinopolis - go",-18.4472,-50.4547,781.7
"1531","quissama - rj",-22.1031,-41.4693,59.2466666666667
"1532","quixaba - pb",-7.0224,-37.1458,0.38125
"1533","quixada - ce",-4.9663,-39.0155,3058.0475
"1534","quixeramobim - ce",-5.19067,-39.2889,3453.54666666667
"1535","quixere - ce",-5.07148,-37.9802,2060.43
"1536","rafard - sp",-23.0105,-47.5318,500
"1537","rancharia - sp",-22.2269,-50.893,15
"1538","rancho queimado - sc",-27.6727,-49.0191,0.35
"1539","raposos - mg",-19.9636,-43.8079,1e+06
"1540","raul soares - mg",-20.1061,-42.4502,0.303333333333333
"1541","realeza - pr",-25.7711,-53.526,259.685833333333
"1542","reboucas - pr",-25.6232,-50.6877,36.5225
"1543","recife - pe",-8.04666,-34.8771,84.4235714285714
"1544","recreio - mg",-21.5289,-42.4676,557.72
"1545","redencao - pa",-8.02529,-50.0317,55.1425
"1546","relvado - rs",-29.1164,-52.0778,5.49
"1547","resende - rj",-22.4705,-44.4509,57.9025
"1548","reserva do iguacu - pr",-25.8319,-52.0272,52
"1549","ressaquinha - mg",-21.0642,-43.7598,17.9166666666667
"1550","riachao das neves - ba",-11.7508,-44.9143,0.02
"1551","riachao do jacuipe - ba",-11.8067,-39.3818,1.60125
"1552","riacho de santana - ba",-13.6059,-42.9397,0.02
"1553","riacho dos machados - mg",-16.0091,-43.0488,0.01
"1554","rialma - go",-15.3145,-49.5814,559.49
"1555","ribeirao - pe",-8.50957,-35.3698,8239844.99
"1556","ribeirao cascalheira - mt",-12.9367,-51.8244,0.01
"1557","ribeirao claro - pr",-23.1941,-49.7597,60.2285714285714
"1558","ribeirao das neves - mg",-19.7621,-44.0844,135.754857142857
"1559","ribeirao do pinhal - pr",-23.4091,-50.3601,3067.494
"1560","ribeirao grande - sp",-24.1011,-48.3679,0.93
"1561","ribeirao pires - sp",-23.7067,-46.4058,228.01
"1562","ribeirao preto - sp",-21.1699,-47.8099,312.261261904762
"1563","rio acima - mg",-20.0876,-43.7878,98
"1564","rio azul - pr",-25.7306,-50.7985,63.01375
"1565","rio branco - ac",-9.97499,-67.8243,29.06125
"1566","rio branco do sul - pr",-25.1892,-49.3115,455.232857142857
"1567","rio brilhante - ms",-21.8033,-54.5427,18871.1055555556
"1568","rio claro - sp",-22.3984,-47.5546,7060.68166666667
"1569","rio das flores - rj",-22.1692,-43.5856,0.03
"1570","rio das ostras - rj",-22.5174,-41.9475,929.9165
"1571","rio das pedras - sp",-22.8417,-47.6047,20.5
"1572","rio de janeiro - rj",-22.9129,-43.2003,428120.13815873
"1573","rio do antonio - ba",-14.4071,-42.0721,0.01
"1574","rio do campo - sc",-26.9452,-50.136,822.465416666667
"1575","rio do oeste - sc",-27.1952,-49.7989,0.236
"1576","rio do sul - sc",-27.2156,-49.643,282.26875
"1577","rio dos cedros - sc",-26.7398,-49.2718,2104.51
"1578","rio formoso - pe",-8.6592,-35.1532,16.812
"1579","rio fortuna - sc",-28.1244,-49.1068,8.77
"1580","rio grande - rs",-32.0349,-52.1071,475.687714285714
"1581","rio grande da serra - sp",-23.7437,-46.3971,0.12
"1582","rio manso - mg",-20.2666,-44.3069,0.01
"1583","rio maria - pa",-7.31236,-50.0379,2374.6
"1584","rio negrinho - sc",-26.2591,-49.5177,856.878333333333
"1585","rio negro - pr",-26.095,-49.7982,348.735476190476
"1586","rio novo - mg",-21.4649,-43.1168,11
"1587","rio pardo - rs",-29.988,-52.3711,362.063333333333
"1588","rio piracicaba - mg",-19.9284,-43.1829,0.01
"1589","rio pomba - mg",-21.2712,-43.1696,1.01
"1590","rio preto - mg",-22.0861,-43.8293,0.1
"1591","rio real - ba",-11.4814,-37.9332,0.05
"1592","rio tinto - pb",-6.80383,-35.0776,2.965
"1593","rio verde - go",-17.7923,-50.9192,9669679.91052381
"1594","rio verde de mato grosso - ms",-18.9249,-54.8434,101.62
"1595","roca sales - rs",-29.2884,-51.8658,8.16583333333333
"1596","rodeio - sc",-26.9243,-49.3649,1.62
"1597","rolandia - pr",-23.3101,-51.3659,1800.62197222222
"1598","rolim de moura - ro",-11.7271,-61.7714,276.9175
"1599","rondinha - rs",-27.8315,-52.9081,0.01
"1600","rondon - pr",-23.412,-52.7659,416.36
"1601","rondonopolis - mt",-16.4673,-54.6372,32007.2975555556
"1602","rosario - ma",-2.93444,-44.2531,361.06
"1603","rosario do sul - rs",-30.2515,-54.9221,150.102
"1604","russas - ce",-4.92673,-37.9721,45063.2325
"1605","sabara - mg",-19.884,-43.8263,81542.3178333333
"1606","sacramento - mg",-19.8622,-47.4508,159.026911764706
"1607","saire - pe",-8.32864,-35.6967,10.21
"1608","sales oliveira - sp",-20.7696,-47.8369,4.42
"1609","salete - sc",-26.9798,-49.9988,470.875
"1610","salinas - mg",-16.1753,-42.2964,6004.4025
"1611","salto - sp",-23.1996,-47.2931,26109.8776190476
"1612","salto de pirapora - sp",-23.6474,-47.5743,24272.5025
"1613","salto do jacui - rs",-29.0951,-53.2133,4.92857142857143
"1614","salto veloso - sc",-26.903,-51.4043,310.76
"1615","salvador - ba",-12.9718,-38.5011,2009748.28142857
"1616","salvador do sul - rs",-29.4386,-51.5077,0.05
"1617","salvaterra - pa",-0.758444,-48.5139,0.2
"1618","sangao - sc",-28.6326,-49.1322,616.609666666667
"1619","santa barbara - mg",-19.9604,-43.4101,7400.795
"1620","santa barbara d'oeste - sp",-22.7553,-47.4143,55677.6614285714
"1621","santa barbara de goias - go",-16.5714,-49.6954,0.01
"1622","santa barbara do monte verde - mg",-21.9592,-43.7027,10.7625
"1623","santa barbara do tugurio - mg",-21.2431,-43.5607,1
"1624","santa cecilia - pb",-7.7389,-35.8764,0.03
"1625","santa cecilia - sc",-26.9592,-50.4252,7233.56414285714
"1626","santa cecilia do sul - rs",-28.1609,-51.9279,0.5
"1627","santa cruz - rn",-6.22475,-36.0193,2.78666666666667
"1628","santa cruz de goias - go",-17.3155,-48.4809,0.0133333333333333
"1629","santa cruz de minas - mg",-21.1241,-44.2202,233.816666666667
"1630","santa cruz de monte castelo - pr",-22.9582,-53.2949,50.6317857142857
"1631","santa cruz do rio pardo - sp",-22.8988,-49.6354,700.23
"1632","santa cruz do sul - rs",-29.722,-52.4343,1729.074375
"1633","santa fe - pr",-23.04,-51.808,25.78
"1634","santa fe do araguaia - to",-7.15803,-48.7165,4
"1635","santa fe do sul - sp",-20.2083,-50.932,38.8
"1636","santa gertrudes - sp",-22.4572,-47.5272,1800233.5
"1637","santa helena - pr",-24.8585,-54.336,1338.3625
"1638","santa helena de goias - go",-17.8115,-50.5977,122.985
"1639","santa ines - ma",-3.65112,-45.3774,8.43333333333333
"1640","santa isabel - sp",-23.3172,-46.2237,0.01
"1641","santa isabel do ivai - pr",-23.0025,-53.1989,9.2025
"1642","santa juliana - mg",-19.3108,-47.5322,82.5
"1643","santa leopoldina - es",-20.0999,-40.527,2.74142857142857
"1644","santa luzia - mg",-19.7548,-43.8497,163.970833333333
"1645","santa luzia - pb",-6.86092,-36.9178,3.54833333333333
"1646","santa luzia d'oeste - ro",-11.9074,-61.7777,82.8357142857143
"1647","santa maria - rs",-29.6868,-53.8149,210.092
"1648","santa maria da serra - sp",-22.5661,-48.1593,0.01
"1649","santa maria da vitoria - ba",-13.3859,-44.2011,39.11
"1650","santa maria das barreiras - pa",-8.85784,-49.7215,167.333333333333
"1651","santa maria de jetiba - es",-20.0253,-40.7439,0.01
"1652","santa maria do oeste - pr",-24.9377,-51.8696,270.740285714286
"1653","santa maria do para - pa",-1.35392,-47.5712,482.64
"1654","santa maria do suacui - mg",-18.1896,-42.4139,0.0333333333333333
"1655","santa maria madalena - rj",-21.9547,-42.0098,0.05
"1656","santa quiteria - ce",-4.32608,-40.1523,0.4
"1657","santa rita - pb",-7.11724,-34.9753,947.574166666667
"1658","santa rita de caldas - mg",-22.0292,-46.3385,25
"1659","santa rita de cassia - ba",-11.0063,-44.5255,0.114285714285714
"1660","santa rita de jacutinga - mg",-22.1474,-44.0977,0.01
"1661","santa rita de minas - mg",-19.876,-42.1363,5.33
"1662","santa rita do itueto - mg",-19.3576,-41.3821,3.19
"1663","santa rita do sapucai - mg",-22.2461,-45.7034,181311.95
"1664","santa rosa - rs",-27.8702,-54.4796,382.1105
"1665","santa rosa de goias - go",-16.084,-49.4953,1
"1666","santa rosa de viterbo - sp",-21.4776,-47.3622,977.7075
"1667","santa rosa do purus - ac",-9.44652,-70.4902,10.21
"1668","santa teresa - es",-19.9363,-40.5979,0.03
"1669","santa terezinha - sc",-26.7813,-50.009,0.316666666666667
"1670","santa terezinha de itaipu - pr",-25.4391,-54.402,842.418333333333
"1671","santa vitoria - mg",-18.8414,-50.1208,2.75
"1672","santaluz - ba",-11.2508,-39.375,2188000
"1673","santana - ba",-12.9792,-44.0506,1
"1674","santana da vargem - mg",-21.2449,-45.5005,0.01
"1675","santana de parnaiba - sp",-23.4439,-46.9178,3.7325
"1676","santana do araguaia - pa",-9.3281,-50.35,32.52
"1677","santana do jacare - mg",-20.9007,-45.1285,0.66875
"1678","santana do manhuacu - mg",-20.1031,-41.9278,0.01
"1679","santana do paraiso - mg",-19.3661,-42.5446,5.17
"1680","santarem - pa",-2.43849,-54.6996,126.186
"1681","santiago - rs",-29.1897,-54.8666,18.185
"1682","santo amaro da imperatriz - sc",-27.6852,-48.7813,0.01
"1683","santo anastacio - sp",-21.9747,-51.6527,70
"1684","santo andre - sp",-23.6737,-46.5432,5663.82485714286
"1685","santo angelo - rs",-28.3001,-54.2668,0.01
"1686","santo antonio da alegria - sp",-21.0864,-47.1464,5.09571428571429
"1687","santo antonio da barra - go",-17.5585,-50.6345,1.415
"1688","santo antonio da patrulha - rs",-29.8268,-50.5175,1021.305
"1689","santo antonio da platina - pr",-23.2959,-50.0815,691.27
"1690","santo antonio de jesus - ba",-12.9614,-39.2584,0.207777777777778
"1691","santo antonio de padua - rj",-21.541,-42.1832,480.955833333333
"1692","santo antonio de posse - sp",-22.6029,-46.9192,158.46375
"1693","santo antonio do monte - mg",-20.085,-45.2947,0.936
"1694","santo antonio dos lopes - ma",-4.86613,-44.3653,894.406904761905
"1695","santo augusto - rs",-27.8526,-53.7776,0.016
"1696","santo cristo - rs",-27.8263,-54.662,0
"1697","santo estevao - ba",-12.428,-39.2505,0.1275
"1698","santo inacio - pr",-22.6957,-51.7969,5502.49964285714
"1699","santos - sp",-23.9535,-46.335,455352.287142857
"1700","santos dumont - mg",-21.4634,-43.5499,29.93
"1701","sao bento - pb",-6.48529,-37.4488,22.2066666666667
"1702","sao bento do sul - sc",-26.2495,-49.3831,275.606226190476
"1703","sao bernardino - sc",-26.4739,-52.9687,3900
"1704","sao bernardo do campo - sp",-23.6914,-46.5646,137261.592357143
"1705","sao bonifacio - sc",-27.9009,-48.9326,500
"1706","sao caetano do sul - sp",-23.6229,-46.5548,2002.3425
"1707","sao carlos - sp",-22.0174,-47.886,996.955059523809
"1708","sao carlos do ivai - pr",-23.3158,-52.4761,2663.133
"1709","sao cristovao - se",-11.0084,-37.2044,1.17777777777778
"1710","sao cristovao do sul - sc",-27.2666,-50.4388,33611.855
"1711","sao domingos do prata - mg",-19.8678,-42.971,0.468
"1712","sao felix do xingu - pa",-6.64254,-51.9904,5
"1713","sao fidelis - rj",-21.6551,-41.756,0
"1714","sao francisco de assis - rs",-29.5547,-55.1253,0.02
"1715","sao francisco de goias - go",-15.9256,-49.2605,0.09
"1716","sao francisco de itabapoana - rj",-21.4702,-41.1091,85
"1717","sao francisco de paula - mg",-20.7036,-44.9838,0.0957142857142857
"1718","sao francisco de paula - rs",-29.4404,-50.5828,96.46
"1719","sao francisco do conde - ba",-12.6183,-38.6786,24217.4763809524
"1720","sao francisco do guapore - ro",-12.052,-63.568,365.666666666667
"1721","sao francisco do sul - sc",-26.2579,-48.6344,30.7920952380952
"1722","sao gabriel - rs",-30.3337,-54.3217,1215.49166666667
"1723","sao gabriel da cachoeira - am",-0.11909,-67.084,21151.478
"1724","sao gabriel do oeste - ms",-19.3889,-54.5507,236.166
"1725","sao geraldo - mg",-20.9252,-42.8364,2.05
"1726","sao geraldo do araguaia - pa",-6.39471,-48.5592,1513.60333333333
"1727","sao goncalo - rj",-22.8268,-43.0634,4513.07
"1728","sao goncalo do abaete - mg",-18.3315,-45.8265,236.3
"1729","sao goncalo do amarante - ce",-3.60515,-38.9726,1232573.04683333
"1730","sao goncalo do amarante - rn",-5.79068,-35.3257,98516.7156190476
"1731","sao goncalo do para - mg",-19.9822,-44.8593,0.02
"1732","sao goncalo do rio abaixo - mg",-19.8221,-43.366,1.9
"1733","sao goncalo do sapucai - mg",-21.8932,-45.5893,46438.3633333333
"1734","sao goncalo dos campos - ba",-12.4331,-38.9663,827.0525
"1735","sao gotardo - mg",-19.3087,-46.0465,0.58
"1736","sao jeronimo - rs",-29.9716,-51.7251,0.2275
"1737","sao joao - pr",-25.8214,-52.7252,44.8983333333333
"1738","sao joao batista - sc",-27.2772,-48.8474,0
"1739","sao joao batista do gloria - mg",-20.635,-46.508,0.01
"1740","sao joao da barra - rj",-21.638,-41.0446,2161.9925
"1741","sao joao da boa vista - sp",-21.9707,-46.7944,498.5575
"1742","sao joao de meriti - rj",-22.8058,-43.3729,1644.4
"1743","sao joao del rei - mg",-21.1311,-44.2526,4748.53416666667
"1744","sao joao do araguaia - pa",-5.36334,-48.7926,132.75
"1745","sao joao do itaperiu - sc",-26.6213,-48.7683,70.71
"1746","sao joao do oeste - sc",-27.0984,-53.5977,74.6666666666667
"1747","sao joao do oriente - mg",-19.3384,-42.1575,0.01
"1748","sao joao do polesine - rs",-29.6194,-53.4439,1
"1749","sao joao do rio do peixe - pb",-6.72195,-38.4468,0.515714285714286
"1750","sao joao nepomuceno - mg",-21.5381,-43.0069,10.18
"1751","sao joaquim da barra - sp",-20.5812,-47.8593,115.5
"1752","sao joaquim de bicas - mg",-20.048,-44.2749,7.06875
"1753","sao jose - sc",-27.6136,-48.6366,2545.862
"1754","sao jose da lapa - mg",-19.6971,-43.9586,2.86
"1755","sao jose da varginha - mg",-19.7006,-44.556,1
"1756","sao jose de mipibu - rn",-6.0773,-35.2417,0
"1757","sao jose de ribamar - ma",-2.54704,-44.0597,1728
"1758","sao jose do belmonte - pe",-7.85723,-38.7577,4.765
"1759","sao jose do campestre - rn",-6.31087,-35.7067,0.00285714285714286
"1760","sao jose do cedro - sc",-26.4561,-53.4955,1.6
"1761","sao jose do goiabal - mg",-19.9214,-42.7035,0.02
"1762","sao jose do herval - rs",-29.052,-52.295,0.01
"1763","sao jose do norte - rs",-32.0151,-52.0331,1.83
"1764","sao jose do rio pardo - sp",-21.5953,-46.8873,106.666666666667
"1765","sao jose do rio preto - sp",-20.8113,-49.3758,0.19375
"1766","sao jose do serido - rn",-6.44002,-36.8746,0.00333333333333333
"1767","sao jose dos campos - sp",-23.1896,-45.8841,3974.98397619048
"1768","sao jose dos pinhais - pr",-25.5313,-49.2031,6928.32320267131
"1769","sao jose dos quatro marcos - mt",-15.6276,-58.1772,17.36
"1770","sao leopoldo - rs",-29.7545,-51.1498,39907046.076
"1771","sao lourenco - mg",-22.1166,-45.0506,1041.02333333333
"1772","sao lourenco da mata - pe",-8.00684,-35.0124,149.582666666667
"1773","sao lourenco do oeste - sc",-26.3557,-52.8498,45727.684
"1774","sao ludgero - sc",-28.3144,-49.1806,14.7233333333333
"1775","sao luis - ma",-2.53874,-44.2825,1825.506
"1776","sao luis do curu - ce",-3.66976,-39.2391,49.015
"1777","sao luis do quitunde - al",-9.31816,-35.5606,2.48571428571429
"1778","sao luiz gonzaga - rs",-28.412,-54.9559,1.01
"1779","sao manuel - sp",-22.7321,-48.5723,7.4425
"1780","sao marcos - rs",-28.9677,-51.0696,12.9394805194805
"1781","sao martinho - rs",-27.7112,-53.9699,0.35
"1782","sao mateus - es",-18.7214,-39.8579,81.99025
"1783","sao mateus do sul - pr",-25.8677,-50.384,19052.3225
"1784","sao miguel de taipu - pb",-7.24764,-35.2016,391
"1785","sao miguel do guama - pa",-1.61307,-47.4784,40754.9276190476
"1786","sao miguel do iguacu - pr",-25.3492,-54.2405,681.715
"1787","sao miguel do oeste - sc",-26.7242,-53.5163,500.339076923077
"1788","sao miguel dos campos - al",-9.78301,-36.0971,2069.28503571429
"1789","sao paulo - sp",-23.5329,-46.6395,1248349.30650108
"1790","sao pedro - sp",-22.5483,-47.9096,20
"1791","sao pedro da aldeia - rj",-22.8429,-42.1026,1.64333333333333
"1792","sao pedro da cipa - mt",-16.0109,-54.9176,324.73
"1793","sao pedro do ivai - pr",-23.8634,-51.8568,1767.76314285714
"1794","sao pedro do parana - pr",-22.8239,-53.2241,0.01
"1795","sao roque - sp",-23.5226,-47.1357,4408378.77
"1796","sao sebastiao da grama - sp",-21.7041,-46.8208,0.01
"1797","sao sebastiao do oeste - mg",-20.2758,-45.0063,1092.59666666667
"1798","sao sebastiao do paraiso - mg",-20.9167,-46.9837,0.07
"1799","sao sebastiao do passe - ba",-12.5123,-38.4905,51.6633333333333
"1800","sao sebastiao do tocantins - to",-5.26131,-48.2021,0.364333333333333
"1801","sao simao - go",-18.996,-50.547,29219.7116666667
"1802","sao simao - sp",-21.4732,-47.5518,4858.47833333333
"1803","sao thome das letras - mg",-21.7218,-44.9849,1.6
"1804","sao tiago - mg",-20.9075,-44.5098,0.55
"1805","sao tome - pr",-23.5349,-52.5901,215.466666666667
"1806","sao valentim - rs",-27.5583,-52.5237,5
"1807","sao vicente - sp",-23.9574,-46.3883,0.07
"1808","sao vicente de minas - mg",-21.7042,-44.4431,3223.11083333333
"1809","sao vicente do sul - rs",-29.6882,-54.6826,4.8
"1810","sapezal - mt",-12.9892,-58.7645,6.67
"1811","sapucaia do sul - rs",-29.8276,-51.145,139.07
"1812","sarandi - pr",-23.4441,-51.876,5.4375
"1813","sarandi - rs",-27.942,-52.9231,92.73
"1814","sarzedo - mg",-20.0367,-44.1446,10.5628571428571
"1815","schroeder - sc",-26.4116,-49.074,10.0216666666667
"1816","seabra - ba",-12.4169,-41.7722,0.01
"1817","seara - sc",-27.1564,-52.299,424.1925
"1818","seberi - rs",-27.4829,-53.4026,0.0433333333333333
"1819","selbach - rs",-28.6294,-52.9498,1
"1820","selviria - ms",-20.3637,-51.4192,0.04
"1821","senador canedo - go",-16.7084,-49.0914,718.03625
"1822","senador guiomard - ac",-10.1497,-67.7362,1000
"1823","senador modestino goncalves - mg",-17.9465,-43.2172,44185.8333333333
"1824","senador pompeu - ce",-5.58244,-39.3704,0
"1825","senges - pr",-24.1129,-49.4616,5247.76455357143
"1826","senhor do bonfim - ba",-10.4594,-40.1865,1.94
"1827","serafina correa - rs",-28.7126,-51.9352,7321.5625
"1828","seringueiras - ro",-11.8055,-63.0182,399.28125
"1829","seritinga - mg",-21.9134,-44.518,5.086
"1830","seropedica - rj",-22.7526,-43.7155,1768.24666666667
"1831","serra - es",-20.121,-40.3074,743037.839238095
"1832","serra azul - sp",-21.3074,-47.5602,2.35
"1833","serra do ramalho - ba",-13.5659,-43.5929,0.01
"1834","serra do salitre - mg",-19.1083,-46.6961,13.13
"1835","serra dourada - ba",-12.759,-43.9504,0.01
"1836","serra talhada - pe",-7.98178,-38.289,20.5116666666667
"1837","serrana - sp",-21.2043,-47.5952,0.12
"1838","serrania - mg",-21.5441,-46.0417,18.608
"1839","serranopolis do iguacu - pr",-25.3799,-54.0518,25
"1840","serro - mg",-18.5991,-43.3744,5.05
"1841","sertania - pe",-8.06847,-37.2684,4.98333333333333
"1842","sertanopolis - pr",-23.0571,-51.0399,32148239.4514286
"1843","sertaozinho - sp",-21.1316,-47.9875,16.8566666666667
"1844","sete barras - sp",-24.382,-47.9279,19.6675
"1845","sete lagoas - mg",-19.4569,-44.2413,44290.441
"1846","sete quedas - ms",-23.9705,-55.0398,0.32375
"1847","sideropolis - sc",-28.5955,-49.4314,5.425
"1848","sidrolandia - ms",-20.9302,-54.9692,103.811666666667
"1849","silvania - go",-16.66,-48.6083,26.1666666666667
"1850","silvianopolis - mg",-22.0274,-45.8385,64.9475
"1851","simao dias - se",-10.7387,-37.8097,0
"1852","simao pereira - mg",-21.964,-43.3088,15.2857142857143
"1853","simoes - pi",-7.59109,-40.8137,5
"1854","simoes filho - ba",-12.7866,-38.4029,152909.493571429
"1855","sinop - mt",-11.8604,-55.5091,2722.51333333333
"1856","siqueira campos - pr",-23.6875,-49.8304,2108.735
"1857","sitio do mato - ba",-13.0801,-43.4689,0.0342857142857143
"1858","sitio novo - ma",-5.87601,-46.7033,2
"1859","sobral - ce",-3.68913,-40.3482,12341.2439583333
"1860","socorro - sp",-22.5903,-46.5251,6715122.75
"1861","soledade - pb",-7.05829,-36.3668,0.672083333333333
"1862","soledade - rs",-28.8306,-52.5131,0.62
"1863","soledade de minas - mg",-22.0554,-45.0464,10
"1864","solonopole - ce",-5.71894,-39.0107,0.146190476190476
"1865","sombrio - sc",-29.108,-49.6328,68.07
"1866","sonora - ms",-17.5698,-54.7551,2085.33285714286
"1867","sorocaba - sp",-23.4969,-47.4451,734883.868911111
"1868","sorriso - mt",-12.5425,-55.7211,551.25
"1869","sousa - pb",-6.75148,-38.2311,2315.408
"1870","sumare - sp",-22.8204,-47.2728,104.853333333333
"1871","sume - pb",-7.66206,-36.884,0.4
"1872","surubim - pe",-7.84746,-35.7481,0.1
"1873","suzano - sp",-23.5448,-46.3112,4807.50142857143
"1874","tabapora - mt",-11.3007,-56.8312,0
"1875","taboao da serra - sp",-23.6019,-46.7526,38349.7979166667
"1876","tabuleiro - mg",-21.3632,-43.2381,0.5
"1877","tabuleiro do norte - ce",-5.24353,-38.1282,195.15
"1878","tacaimbo - pe",-8.30867,-36.3,726.751964285714
"1879","taguatinga - to",-12.4026,-46.437,3731.6
"1880","tailandia - pa",-2.94584,-48.9489,96.06
"1881","taio - sc",-27.121,-49.9942,550.899666666667
"1882","taiobeiras - mg",-15.8106,-42.2259,107.5
"1883","tamarana - pr",-23.7204,-51.0991,66.785
"1884","tambau - sp",-21.7029,-47.2703,7.18166666666667
"1885","tamboara - pr",-23.2036,-52.4743,19.5871428571429
"1886","tanabi - sp",-20.6228,-49.6563,2.8
"1887","tangara - rn",-6.19649,-35.7989,0.456607142857143
"1888","tangara - sc",-27.0996,-51.2473,895.71
"1889","tangara da serra - mt",-14.6229,-57.4933,1833.3580952381
"1890","taparuba - mg",-19.7621,-41.608,0.01
"1891","tapejara - pr",-23.7315,-52.8735,697.545
"1892","tapejara - rs",-28.0652,-52.0097,297.855
