"","municipio","lat","lng","sum_quant"
"487","colmeia - to",-8.72463,-48.7638,22.375
"488","colniza - mt",-9.46121,-59.2252,0.73
"489","colombo - pr",-25.2925,-49.2262,3267.16141666667
"490","colorado - pr",-22.8374,-51.9743,349.2175
"491","colorado do oeste - ro",-13.1174,-60.5454,77.515
"492","comendador levy gasparian - rj",-22.0404,-43.214,5.43714285714286
"493","comercinho - mg",-16.2963,-41.7945,0.01
"494","conceicao - pb",-7.55106,-38.5014,0.01
"495","conceicao da feira - ba",-12.5078,-38.9978,4.73
"496","conceicao do araguaia - pa",-8.26136,-49.2689,2211.64
"497","conceicao do castelo - es",-20.3639,-41.2417,0
"498","conceicao do mato dentro - mg",-19.0344,-43.4221,2272.81523809524
"499","conceicao do para - mg",-19.7456,-44.8945,3571.18
"500","conceicao dos ouros - mg",-22.4078,-45.7996,1.2225
"501","concordia - sc",-27.2335,-52.026,2631.81985714286
"502","condado - pe",-7.58787,-35.0999,25
"503","conde - pb",-7.25746,-34.8999,1.335
"504","confresa - mt",-10.6437,-51.5699,0.03
"505","congonhal - mg",-22.1488,-46.043,6.4
"506","congonhas - mg",-20.4958,-43.851,126.826666666667
"507","conselheiro pena - mg",-19.1789,-41.4736,0.005
"508","contagem - mg",-19.9321,-44.0539,14891.2774047619
"509","contenda - pr",-25.6788,-49.535,350.38
"510","cordeiropolis - sp",-22.4778,-47.4519,35
"511","cordilheira alta - sc",-26.9844,-52.6056,25.36
"512","cornelio procopio - pr",-23.1829,-50.6498,2499.95
"513","coroados - sp",-21.3521,-50.2859,0.01
"514","coromandel - mg",-18.4734,-47.1933,0.15
"515","coronel domingos soares - pr",-26.2277,-52.0356,117705.593333333
"516","coronel fabriciano - mg",-19.5179,-42.6276,0.03
"517","coronel freitas - sc",-26.9057,-52.7011,81900
"518","coronel joao sa - ba",-10.2847,-37.9198,794.69
"519","coronel vivida - pr",-25.9767,-52.5641,80.7369642857143
"520","coronel xavier chaves - mg",-21.0277,-44.2206,0.09125
"521","corrego fundo - mg",-20.4474,-45.5617,1.93333333333333
"522","correia pinto - sc",-27.5877,-50.3614,138.988333333333
"523","corrente - pi",-10.4333,-45.1633,0
"524","correntina - ba",-13.3477,-44.6333,0
"525","cortes - pe",-8.47443,-35.5468,0.436666666666667
"526","corumba - ms",-19.0077,-57.651,22702.4533333333
"527","corumbaiba - go",-18.1415,-48.5626,0.143333333333333
"528","corupa - sc",-26.4246,-49.246,10.2766666666667
"529","coruripe - al",-10.1276,-36.1717,1579.94525
"530","cosmopolis - sp",-22.6419,-47.1926,0
"531","costa rica - ms",-18.5432,-53.1287,40.5
"532","cotia - sp",-23.6022,-46.919,1357.63666666667
"533","couto de magalhaes de minas - mg",-18.0727,-43.4648,0
"534","coxilha - rs",-28.128,-52.3023,0.19
"535","coxim - ms",-18.5013,-54.751,1224.085
"536","crato - ce",-7.2153,-39.4103,20618.35
"537","cravinhos - sp",-21.338,-47.7324,72.8441666666667
"538","criciuma - sc",-28.6723,-49.3729,18.58125
"539","cristais - mg",-20.8733,-45.5167,5
"540","cristal - rs",-31.0046,-52.0436,2.5
"541","cristalandia - to",-10.5985,-49.1942,63.81875
"542","cristalina - go",-16.7676,-47.6131,1.07
"543","crixas - go",-14.5412,-49.974,2326.36423076923
"544","cruz alta - rs",-28.645,-53.6048,23513.1266666667
"545","cruz das almas - ba",-12.6675,-39.1008,0.01
"546","cruz do espirito santo - pb",-7.13902,-35.0857,0.6925
"547","cruzeiro - sp",-22.5728,-44.969,148.902222222222
"548","cruzeiro do oeste - pr",-23.7799,-53.0774,115.72625
"549","cruzeiro do sul - ac",-7.62762,-72.6756,48.1328571428571
"550","cruzeiro do sul - rs",-29.5148,-51.9928,19.8475
"551","cruzeta - rn",-6.40894,-36.7782,583407
"552","cubatao - sp",-23.8911,-46.424,2199.75875
"553","cuiaba - mt",-15.601,-56.0974,330269.634285714
"554","cuitegi - pb",-6.89058,-35.5215,1
"555","cujubim - ro",-9.36065,-62.5846,3038.5
"556","cumaru do norte - pa",-7.81097,-50.7698,0.22
"557","cunha pora - sc",-26.895,-53.1662,40.2016666666667
"558","curaca - ba",-8.98458,-39.8997,0.2
"559","curionopolis - pa",-6.09965,-49.6068,1.06
"560","curitiba - pr",-25.4195,-49.2646,3574869.59969371
"561","curitibanos - sc",-27.2824,-50.5816,56733.4488235294
"562","curiuva - pr",-24.0362,-50.4576,30.84375
"563","currais novos - rn",-6.25484,-36.5146,571345.05625
"564","curvelo - mg",-18.7527,-44.4303,15.7235714285714
"565","delfinopolis - mg",-20.3468,-46.8456,10.9
"566","delmiro gouveia - al",-9.38534,-37.9987,6.95
"567","delta - mg",-19.9721,-47.7841,0
"568","deodapolis - ms",-22.2763,-54.1682,0.21
"569","descalvado - sp",-21.9002,-47.6181,4.79
"570","diadema - sp",-23.6813,-46.6205,1117.97
"571","diamantina - mg",-18.2413,-43.6031,5.621
"572","diamantino - mt",-14.4037,-56.4366,704.65
"573","dianopolis - to",-11.624,-46.8198,8
"574","dias d'avila - ba",-12.6187,-38.2926,24.4775
"575","dionisio - mg",-19.8433,-42.7701,29061
"576","divinolandia - sp",-21.6637,-46.7361,2
"577","divinopolis - mg",-20.1446,-44.8912,1.24
"578","divinopolis do tocantins - to",-9.80018,-49.2169,5.08
"579","dois corregos - sp",-22.3673,-48.3819,3.92857142857143
"580","dois irmaos - rs",-29.5836,-51.0898,7.93
"581","dois irmaos do buriti - ms",-20.6848,-55.2915,0.823333333333333
"582","dois irmaos do tocantins - to",-9.25534,-49.0638,218.35
"583","dois vizinhos - pr",-25.7407,-53.057,909.577222222222
"584","dom eliseu - pa",-4.19944,-47.8245,3.825
"585","dom feliciano - rs",-30.7004,-52.1026,48
"586","domingos martins - es",-20.3603,-40.6594,2.41
"587","dona emma - sc",-26.981,-49.7261,103.04
"588","dores de guanhaes - mg",-19.0516,-42.9254,0.01
"589","dores do indaia - mg",-19.4628,-45.5927,75.9016666666667
"590","dormentes - pe",-8.44116,-40.7662,15.0271428571429
"591","douradoquara - mg",-18.4338,-47.5993,14.45
"592","dourados - ms",-22.2231,-54.812,36724.2885357143
"593","doutor mauricio cardoso - rs",-27.5103,-54.3577,1.542
"594","doutor pedrinho - sc",-26.7174,-49.4795,78.6
"595","doutor ricardo - rs",-29.084,-51.9972,0.0166666666666667
"596","doverlandia - go",-16.7188,-52.3189,0.5
"597","duas barras - rj",-22.0536,-42.5232,1
"598","duere - to",-11.3416,-49.2716,2802.495
"599","duque de caxias - rj",-22.7858,-43.3049,12358.7517045455
"600","ecoporanga - es",-18.3702,-40.836,9.37
"601","edealina - go",-17.4239,-49.6644,164.702
"602","eldorado - ms",-23.7868,-54.2838,3353.1625
"603","eldorado - sp",-24.5281,-48.1141,0.01
"604","eldorado do sul - rs",-30.0847,-51.6187,0.01
"605","elias fausto - sp",-23.0428,-47.3682,6343.29
"606","eloi mendes - mg",-21.6088,-45.5691,0.01
"607","embu-guacu - sp",-23.8297,-46.8136,44.3516666666667
"608","encantado - rs",-29.2351,-51.8703,9258.60666666667
"609","encruzilhada do sul - rs",-30.543,-52.5204,16.0966666666667
"610","eneas marques - pr",-25.9445,-53.1659,454.078571428571
"611","engenheiro beltrao - pr",-23.797,-52.2659,1497.63
"612","engenheiro caldas - mg",-19.2065,-42.0503,9142.1325
"613","engenheiro paulo de frontin - rj",-22.5498,-43.6827,0.01
"614","entre rios de minas - mg",-20.6706,-44.0654,108.135
"615","entre-ijuis - rs",-28.3686,-54.2686,0.262
"616","envira - am",-7.43789,-70.0281,0.735
"617","erebango - rs",-27.8544,-52.3005,63.6666666666667
"618","erechim - rs",-27.6364,-52.2697,9775.5625
"619","erval grande - rs",-27.3926,-52.574,0.5
"620","erval seco - rs",-27.5443,-53.5005,0.24
"621","esmeraldas - mg",-19.764,-44.3065,3.51
"622","esperanca do sul - rs",-27.3603,-53.9891,1
"623","espigao d'oeste - ro",-11.5266,-61.0252,4.108
"624","espirito santo do pinhal - sp",-22.1909,-46.7477,0
"625","estacao - rs",-27.9135,-52.2635,281.701666666667
"626","estancia - se",-11.2659,-37.4484,71.6428571428571
"627","estancia velha - rs",-29.6535,-51.1843,0.1125
"628","esteio - rs",-29.852,-51.1841,18.72
"629","estiva gerbi - sp",-22.2713,-46.9481,2.09
"630","estreito - ma",-6.56077,-47.4431,1
"631","estrela - rs",-29.5002,-51.9495,14.1366666666667
"632","estrela d'oeste - sp",-20.2875,-50.4049,326
"633","estrela do sul - mg",-18.7399,-47.6956,25.27
"634","euclides da cunha - ba",-10.5078,-39.0153,0.05
"635","eunapolis - ba",-16.3715,-39.5821,10.01
"636","eusebio - ce",-3.8925,-38.4559,2124.91017857143
"637","extrema - mg",-22.854,-46.3178,442873.386
"638","faria lemos - mg",-20.8097,-42.0213,12
"639","farias brito - ce",-6.92146,-39.5651,0.5
"640","farroupilha - rs",-29.2227,-51.3419,248.444523809524
"641","fartura - sp",-23.3916,-49.5124,0.03
"642","fatima do sul - ms",-22.3789,-54.5131,1287.935
"643","faxinal - pr",-24.0077,-51.3227,14.562
"644","faxinal dos guedes - sc",-26.8451,-52.2596,5786.90541666667
"645","fazenda rio grande - pr",-25.6624,-49.3073,117077.974047619
"646","fazenda vilanova - rs",-29.5885,-51.8217,3.56666666666667
"647","feijo - ac",-8.17054,-70.351,90.6116666666667
"648","feira de santana - ba",-12.2664,-38.9663,1319.7330952381
"649","feira nova - pe",-7.94704,-35.3801,0.0175
"650","felixlandia - mg",-18.7507,-44.9004,506.21
"651","feliz - rs",-29.4527,-51.3032,10
"652","fernandes pinheiro - pr",-25.4107,-50.5456,105.039166666667
"653","fernandopolis - sp",-20.2806,-50.2471,2.7
"654","ferraz de vasconcelos - sp",-23.5411,-46.371,0
"655","ferreiros - pe",-7.44666,-35.2373,536.333333333333
"656","figueira - pr",-23.8455,-50.4031,7167.4075
"657","filadelfia - to",-7.33501,-47.4954,1.5
"658","flores da cunha - rs",-29.0261,-51.1875,0.438333333333333
"659","floresta do araguaia - pa",-7.55335,-49.7125,0.01
"660","florestopolis - pr",-22.8623,-51.3882,591.18225
"661","florianopolis - sc",-27.5945,-48.5477,1289.815
"662","formiga - mg",-20.4618,-45.4268,3.7985
"663","formosa - go",-15.54,-47.337,3373.03733333333
"664","formosa do rio preto - ba",-11.0328,-45.193,0.01
"665","formosa do sul - sc",-26.6453,-52.7946,0.03
"666","formoso do araguaia - to",-11.7976,-49.5316,0.81
"667","forquilhinha - sc",-28.7454,-49.4785,1473.72321428571
"668","fortaleza - ce",-3.71664,-38.5423,5359.74686904762
"669","fortuna de minas - mg",-19.5578,-44.4472,0.533333333333333
"670","foz do iguacu - pr",-25.5427,-54.5827,4471.225
"671","fraiburgo - sc",-27.0233,-50.92,6042.13309523809
"672","franca - sp",-20.5352,-47.4039,171.3
"673","francisco beltrao - pr",-26.0817,-53.0535,289.208833333333
"674","francisco sa - mg",-16.4827,-43.4896,900
"675","franciscopolis - mg",-17.9578,-42.0094,180.255
"676","franco da rocha - sp",-23.3229,-46.729,11.3933333333333
"677","frecheirinha - ce",-3.75557,-40.818,48.38
"678","frederico westphalen - rs",-27.3586,-53.3958,0.02
"679","frutal - mg",-20.0259,-48.9355,1
"680","fundao - es",-19.937,-40.4078,255.0075
"681","funilandia - mg",-19.3661,-44.061,0.01
"682","galia - sp",-22.2918,-49.5504,301.623333333333
"683","galileia - mg",-19.0005,-41.5387,100.203333333333
"684","garanhuns - pe",-8.88243,-36.4966,4870.03107142857
"685","garca - sp",-22.2125,-49.6546,500
"686","garibaldi - rs",-29.259,-51.5352,1127.81166666667
"687","garopaba - sc",-28.0275,-48.6192,1.77714285714286
"688","garuva - sc",-26.0292,-48.852,364.181904761905
"689","gaspar - sc",-26.9336,-48.9534,7721.56143253968
"690","gaurama - rs",-27.5856,-52.0915,41.722
"691","general sampaio - ce",-4.04351,-39.454,0.05
"692","gentio do ouro - ba",-11.4342,-42.5077,0.01
"693","glicerio - sp",-21.3812,-50.2123,2
"694","gloria de dourados - ms",-22.4136,-54.2335,3
"695","gloria do goita - pe",-8.00568,-35.2904,33.95
"696","goiana - mg",-21.536,-43.1957,3.58666666666667
"697","goiana - pe",-7.5606,-34.9959,3072.7435952381
"698","goianapolis - go",-16.5098,-49.0234,0.02
"699","goianesia - go",-15.3118,-49.1162,502.7
"700","goiania - go",-16.6864,-49.2643,103.229
"701","goianinha - rn",-6.26486,-35.1943,0
"702","goianorte - to",-8.77413,-48.9313,2000
"703","goioere - pr",-24.1835,-53.0248,14.5042857142857
"704","gouveia - mg",-18.4519,-43.7423,0.02
"705","governador dix-sept rosado - rn",-5.44887,-37.5183,446.01
"706","governador edison lobao - ma",-5.74973,-47.3646,1700.58333333333
"707","governador mangabeira - ba",-12.5994,-39.0412,0.218
"708","governador valadares - mg",-18.8545,-41.9555,236.5925
"709","grajau - ma",-5.81367,-46.1462,14.0746428571429
"710","gramado - rs",-29.3734,-50.8762,371.303333333333
"711","granito - pe",-7.70711,-39.615,0.425
"712","granja - ce",-3.12788,-40.8372,254.73
"713","grao mogol - mg",-16.5662,-42.8923,182.582
"714","gravatai - rs",-29.9413,-50.9869,13511548.8895714
"715","gravatal - sc",-28.3208,-49.0427,0.1
"716","groairas - ce",-3.91787,-40.3852,747.36
"717","guabiruba - sc",-27.0808,-48.9804,60927.0080952381
"718","guacui - es",-20.7668,-41.6734,0.0685714285714286
"719","guaiba - rs",-30.1086,-51.3233,2193.84166666667
"720","guaira - pr",-24.085,-54.2573,1437.61975
"721","guaira - sp",-20.3196,-48.312,8204.225
"722","guaiuba - ce",-4.04057,-38.6404,3110.4
"723","guajara-mirim - ro",-10.7889,-65.3296,0.01
"724","guamare - rn",-5.10619,-36.3222,771.6875
"725","guamiranga - pr",-25.1912,-50.8021,6.66666666666667
"726","guanambi - ba",-14.2231,-42.7799,15.8175
"727","guanhaes - mg",-18.7713,-42.9312,45.00175
"728","guape - mg",-20.7631,-45.9152,8
"729","guapiacu - sp",-20.7959,-49.2172,3149.52083333333
"730","guapimirim - rj",-22.5347,-42.9895,1792.01
"731","guapo - go",-16.8297,-49.5345,28.8
"732","guapore - rs",-28.8399,-51.8895,64
"733","guarabira - pb",-6.85064,-35.485,91.9758333333333
"734","guaraci - pr",-22.9694,-51.6504,0.813333333333333
"735","guaraciaba - mg",-20.5716,-43.0094,951.5
"736","guaraciaba - sc",-26.6042,-53.5243,4.5
"737","guaramirim - sc",-26.4688,-49.0026,2958.51833333333
"738","guaranesia - mg",-21.3009,-46.7964,59.3
"739","guarani das missoes - rs",-28.1491,-54.5629,0.9
"740","guaraniacu - pr",-25.0968,-52.8755,86.3925
"741","guaranta do norte - mt",-9.96218,-54.9121,0.0242857142857143
"742","guarapari - es",-20.6772,-40.5093,10
"743","guarapuava - pr",-25.3902,-51.4623,6813.58890079365
"744","guaraquecaba - pr",-25.3071,-48.3204,0.85125
"745","guararapes - sp",-21.2544,-50.6453,79.69
"746","guararema - sp",-23.4112,-46.0369,30.05
"747","guaratingueta - sp",-22.8075,-45.1938,149238.9025
"748","guaratuba - pr",-25.8817,-48.5752,4.56666666666667
"749","guarda-mor - mg",-17.7673,-47.0998,0.07
"750","guarei - sp",-23.3714,-48.1837,1
"751","guarinos - go",-14.7292,-49.7006,128
"752","guaruja - sp",-23.9888,-46.258,10.0242857142857
"753","guaruja do sul - sc",-26.3858,-53.5296,3.344
"754","guarulhos - sp",-23.4538,-46.5333,18226.3133489011
"755","guatambu - sc",-27.1341,-52.7887,112.388333333333
"756","guatapara - sp",-21.4944,-48.0356,64.21
"757","guaxupe - mg",-21.305,-46.7081,0
"758","guimarania - mg",-18.8425,-46.7901,1804.236
"759","guiricema - mg",-21.0098,-42.7207,0.1
"760","gurupi - to",-11.7279,-49.068,422.148571428571
"761","herval d'oeste - sc",-27.1903,-51.4917,67.9375
"762","hidrolandia - ce",-4.40958,-40.4056,753.4
"763","hidrolandia - go",-16.9626,-49.2265,550.11
"764","honorio serpa - pr",-26.139,-52.3848,67.02
"765","horizonte - ce",-4.1209,-38.4707,13421.0045
"766","horizontina - rs",-27.6282,-54.3053,1.058
"767","hortolandia - sp",-22.8529,-47.2143,350.858833333333
"768","hulha negra - rs",-31.4067,-53.8667,88.4
"769","humaita - am",-7.51171,-63.0327,30.47125
"770","iacri - sp",-21.8572,-50.6932,0.65
"771","iacu - ba",-12.7666,-40.2056,20.93
"772","ibaiti - pr",-23.8478,-50.1932,507.579
"773","ibaretama - ce",-4.80376,-38.7501,2846.28
"774","ibate - sp",-21.9584,-47.9882,0
"775","ibatiba - es",-20.2347,-41.5087,8.04333333333333
"776","ibema - pr",-25.1193,-53.0072,101.235
"777","ibia - mg",-19.4749,-46.5474,9340.88
"778","ibiassuce - ba",-14.2711,-42.257,0.116
"779","ibicoara - ba",-13.4059,-41.284,7.66666666666667
"780","ibipora - pr",-23.2659,-51.0522,863.860333333333
"781","ibiraiaras - rs",-28.3741,-51.6377,3.02
"782","ibirama - sc",-27.0547,-49.5193,176.110833333333
"783","ibirapua - ba",-17.6832,-40.1129,0.76875
"784","ibirite - mg",-20.0252,-44.0569,16841.0916666667
"785","ibiruba - rs",-28.6302,-53.0961,1000.2
"786","ibitinga - sp",-21.7562,-48.8319,150
"787","ibitita - ba",-11.5414,-41.9748,0.01
"788","ibituruna - mg",-21.1541,-44.7479,25
"789","ibiuna - sp",-23.6596,-47.223,517145.427142857
"790","ibotirama - ba",-12.1779,-43.2167,3.39571428571429
"791","icapui - ce",-4.71206,-37.3531,36.6914285714286
"792","icara - sc",-28.7132,-49.3087,3200.25791666667
"793","icaraima - pr",-23.3944,-53.615,29.4025
"794","ico - ce",-6.39627,-38.8554,0.01
"795","ielmo marinho - rn",-5.82447,-35.55,0.02
"796","iepe - sp",-22.6602,-51.0779,8.85142857142857
"797","igapora - ba",-13.774,-42.7155,0.01
"798","igarape-acu - pa",-1.12539,-47.626,0.0485714285714286
"799","igarassu - pe",-7.82881,-34.9013,1821.98879761905
"800","igaratinga - mg",-19.9476,-44.7063,190
"801","igrapiuna - ba",-13.8295,-39.1361,0.151428571428571
"802","igreja nova - al",-10.1235,-36.6597,332.1075
"803","igrejinha - rs",-29.5693,-50.7919,0
"804","iguape - sp",-24.699,-47.5537,14589.89
"805","iguatama - mg",-20.1776,-45.7111,1795.43416666667
"806","iguatemi - ms",-23.6736,-54.5637,3.02
"807","iguatu - ce",-6.36281,-39.2892,1527.40055555556
"808","ijaci - mg",-21.1738,-44.9233,87.1866666666667
"809","ijui - rs",-28.388,-53.92,390.096
"810","ilheus - ba",-14.793,-39.046,769.016333333333
"811","ilhota - sc",-26.9023,-48.8251,0.41
"812","ilopolis - rs",-28.9282,-52.1258,1807.65916666667
"813","imarui - sc",-28.3339,-48.817,5
"814","imbau - pr",-24.448,-50.7533,223.565
"815","imbituba - sc",-28.2284,-48.6659,134.415
"816","imbituva - pr",-25.2285,-50.5989,967.34419047619
"817","imbuia - sc",-27.4908,-49.4218,0.875
"818","imperatriz - ma",-5.51847,-47.4777,699.21
"819","inacio martins - pr",-25.5704,-51.0769,95.749
"820","indaial - sc",-26.8992,-49.2354,739.803416666667
"821","indaiatuba - sp",-23.0816,-47.2101,1713.90752380952
"822","indianopolis - mg",-19.0341,-47.9155,3990
"823","indianopolis - pr",-23.4762,-52.6989,247.41125
"824","indiara - go",-17.1387,-49.9862,2897.14666666667
"825","inhambupe - ba",-11.781,-38.355,140.39
"826","inhangapi - pa",-1.4349,-47.9114,0.17
"827","inhauma - mg",-19.4898,-44.3934,1.05
"828","inocencia - ms",-19.7277,-51.9281,650.15
"829","iomere - sc",-27.0019,-51.2442,7304.838
"830","ipaba - mg",-19.4158,-42.4139,0.01
"831","ipameri - go",-17.7215,-48.1581,3
"832","ipatinga - mg",-19.4703,-42.5476,294.74
"833","ipaumirim - ce",-6.78265,-38.7179,152.923333333333
"834","ipero - sp",-23.3513,-47.6927,14261.1225595238
"835","ipeuna - sp",-22.4355,-47.7151,2443.545
"836","ipiau - ba",-14.1226,-39.7353,0.6
"837","ipiranga - pr",-25.0238,-50.5794,11.4036363636364
"838","ipixuna - am",-7.04791,-71.6934,0.565
"839","ipixuna do para - pa",-2.55992,-47.5059,0.51
"840","ipojuca - pe",-8.39303,-35.0609,2726.46561904762
"841","ipora - go",-16.4398,-51.118,1
"842","ipora do oeste - sc",-26.9854,-53.5355,31.9
"843","ipua - sp",-20.4438,-48.0129,5.51666666666667
"844","ipuacu - sc",-26.635,-52.4556,475.076666666667
"845","ipubi - pe",-7.64505,-40.1476,17795.7566666667
"846","ipumirim - sc",-27.0772,-52.1289,182.488
"847","iracema - ce",-5.8124,-38.2919,0.45
"848","iracemapolis - sp",-22.5832,-47.523,48.4833333333333
"849","irai - rs",-27.1951,-53.2543,0.316
"850","iranduba - am",-3.27479,-60.19,49.9
"851","irati - pr",-25.4697,-50.6493,552.59675
"852","irineopolis - sc",-26.242,-50.7957,44.278
"853","irituia - pa",-1.76984,-47.446,1451.54475
"854","ita - sc",-27.2907,-52.3212,172.185
"855","itaara - rs",-29.6013,-53.7725,0.29
"856","itabaianinha - se",-11.2693,-37.7875,0.9125
"857","itaberaba - ba",-12.5242,-40.3059,0.185
"858","itaberai - go",-16.0206,-49.806,9.8
"859","itabira - mg",-19.6239,-43.2312,3.63
"860","itabirito - mg",-20.2501,-43.8038,10795.69
"861","itaborai - rj",-22.7565,-42.8639,2.92514285714286
"862","itabuna - ba",-14.7876,-39.2781,767.258571428571
"863","itacaja - to",-8.39293,-47.7726,1.46
"864","itacarambi - mg",-15.089,-44.095,76.97
"865","itacoatiara - am",-3.13861,-58.4449,0.148333333333333
"866","itaguacu - es",-19.8018,-40.8601,0.66125
"867","itaguacu da bahia - ba",-11.0147,-42.3997,49.25
"868","itaguara - mg",-20.3947,-44.4875,0.19
"869","itai - sp",-23.4213,-49.092,24.215
"870","itaicaba - ce",-4.67146,-37.833,311.04
"871","itaiopolis - sc",-26.339,-49.9092,269.534166666667
"872","itaipulandia - pr",-25.1366,-54.3001,0.31625
"873","itaitinga - ce",-3.96577,-38.5298,0.72
"874","itaituba - pa",-4.2667,-55.9926,2362.01666666667
"875","itaja - rn",-5.63894,-36.8712,5004.27414285714
"876","itajai - sc",-26.9101,-48.6705,8222.66341666667
"877","itajuba - mg",-22.4225,-45.4598,203.9675
"878","itamarandiba - mg",-17.8552,-42.8561,3
"879","itambacuri - mg",-18.035,-41.683,3342.55
"880","itambaraca - pr",-23.0181,-50.4097,6.8
"881","itambe - ba",-15.2429,-40.63,0.4
"882","itamonte - mg",-22.2859,-44.868,1937.61571428571
"883","itanhandu - mg",-22.2942,-44.9382,41.11
"884","itaocara - rj",-21.6748,-42.0758,36.7833333333333
"885","itapagipe - mg",-19.9062,-49.3781,0.0225
"886","itaparica - ba",-12.8932,-38.68,140.39
"887","itape - ba",-14.8876,-39.4239,25.8333333333333
"888","itapecerica da serra - sp",-23.7161,-46.8572,370.45875
"889","itapecuru mirim - ma",-3.40202,-44.3508,41.1686666666667
"890","itapejara d'oeste - pr",-25.9619,-52.8152,107.9525
"891","itapemirim - es",-21.0095,-40.8307,808.6725
"892","itaperucu - pr",-25.2193,-49.3454,261.195
"893","itapetinga - ba",-15.2475,-40.2482,443.805
"894","itapetininga - sp",-23.5886,-48.0483,25110.4416666667
"895","itapeva - mg",-22.7665,-46.2241,0.07
"896","itapevi - sp",-23.5488,-46.9327,118.985833333333
"897","itapipoca - ce",-3.49933,-39.5836,135.438571428571
"898","itapira - sp",-22.4357,-46.8224,1007.27
"899","itapiranga - sc",-27.1659,-53.7166,296.122777777778
"900","itapissuma - pe",-7.76798,-34.8971,11095.75
"901","itapolis - sp",-21.5942,-48.8149,247.5
"902","itapora - ms",-22.08,-54.7934,85.6165
"903","itaporanga - pb",-7.30202,-38.1504,218.710285714286
"904","itaporanga - sp",-23.7043,-49.4819,1387.14285714286
"905","itaporanga d'ajuda - se",-10.99,-37.3078,106.6125
"906","itapua do oeste - ro",-9.19687,-63.1809,14487.0878571429
"907","itaquaquecetuba - sp",-23.4835,-46.3457,2160.34625
"908","itaquirai - ms",-23.4779,-54.187,300.32
"909","itaquitinga - pe",-7.66373,-35.1002,0.386666666666667
"910","itarantim - ba",-15.6528,-40.065,10
"911","itarema - ce",-2.9248,-39.9167,0
"912","itatiaia - rj",-22.4897,-44.5675,763.158333333333
"913","itatiba - sp",-23.0035,-46.8464,366.618214285714
"914","itau de minas - mg",-20.7375,-46.7525,291.535
"915","itaucu - go",-16.2029,-49.6109,0
"916","itauna - mg",-20.0818,-44.5801,195.842772727273
"917","itinga - mg",-16.61,-41.7672,273.624
"918","itu - sp",-23.2544,-47.2927,10680.6618571429
"919","ituacu - ba",-13.8107,-41.3003,0.01
"920","itueta - mg",-19.3999,-41.1746,2.74
"921","ituiutaba - mg",-18.9772,-49.4639,64.92
"922","itumbiara - go",-18.4093,-49.2158,1567.86041666667
"923","itupeva - sp",-23.1526,-47.0593,3007.426
"924","ituporanga - sc",-27.4101,-49.5963,57.135
"925","iturama - mg",-19.7276,-50.1966,366.09
"926","ituverava - sp",-20.3355,-47.7902,1.3225
"927","iuna - es",-20.3531,-41.5334,41.25
"928","ivai - pr",-25.0067,-50.857,347
"929","ivate - pr",-23.4072,-53.3687,565.84
"930","ivinhema - ms",-22.3046,-53.8184,59952.6476190476
"931","jaboatao dos guararapes - pe",-8.11298,-35.015,78.3541666666667
"932","jaboticabal - sp",-21.252,-48.3252,0.01
"933","jaboticatubas - mg",-19.5119,-43.7373,520.96
"934","jacaraci - ba",-14.8541,-42.4329,0.01
"935","jacarei - sp",-23.2983,-45.9658,60046.1035714286
"936","jacarezinho - pr",-23.1591,-49.9739,2062.178125
"937","jacobina - ba",-11.1812,-40.5117,2.37666666666667
"938","jacui - mg",-21.0137,-46.7359,0.05
"939","jacuizinho - rs",-29.0401,-53.0657,65
"940","jacunda - pa",-4.44617,-49.1153,5
"941","jacutinga - mg",-22.286,-46.6166,3.59666666666667
"942","jaguapita - pr",-23.1104,-51.5342,1685.81166666667
"943","jaguaracu - mg",-19.647,-42.7498,21.118
"944","jaguarari - ba",-10.2569,-40.1999,0.295
"945","jaguaretama - ce",-5.6051,-38.7639,0
"946","jaguari - rs",-29.4936,-54.703,0.02
"947","jaguariaiva - pr",-24.2439,-49.7066,36159.2733928571
"948","jaguaribe - ce",-5.90213,-38.6227,303.4
"949","jaguaripe - ba",-13.1109,-38.8939,1.9075
"950","jaguariuna - sp",-22.7037,-46.9851,15669434.377619
"951","jaguaruana - ce",-4.83151,-37.781,3801.6
"952","jaguaruna - sc",-28.6146,-49.0296,1.76133333333333
"953","jales - sp",-20.2672,-50.5494,7580.70761904762
"954","jambeiro - sp",-23.2522,-45.6942,0.34
"955","janauba - mg",-15.8022,-43.3132,17.7722857142857
"956","jandaia - go",-17.0481,-50.1453,4.42857142857143
"957","jandaia do sul - pr",-23.6011,-51.6448,35.00625
"958","jandira - sp",-23.5275,-46.9023,6.99
"959","jangada - mt",-15.235,-56.4917,0.04
"960","japeri - rj",-22.6435,-43.6602,49.10275
"961","jaquirana - rs",-28.8811,-50.3637,0.055
"962","jaragua do sul - sc",-26.4851,-49.0713,2674.34741666667
"963","jardim - ce",-7.57599,-39.2826,1000
"964","jardim de piranhas - rn",-6.37665,-37.3496,16.5057142857143
"965","jardim do serido - rn",-6.58047,-36.7736,13.4775
"966","jardim olinda - pr",-22.5523,-52.0503,25.2716666666667
"967","jardinopolis - sp",-21.0176,-47.7606,126623.4275
"968","jarinu - sp",-23.1039,-46.728,28811.79
"969","jaru - ro",-10.4318,-62.4788,8426.4175
"970","jatai - go",-17.8784,-51.7204,1928.85416666667
"971","jau - sp",-22.2936,-48.5592,2.0175
