data_inicio_fogo,localidade,mun,uf,tipo_item,provavel_causa,lat,lng
,ZONA RURAL SETOR CHACAREIRO,NOVA MAMORE,RO,OUTRAS CAUSAS,VANDALISMO,-10.4106678,-65.3305618
28/08/2018 15:08:00,BR-174 Proximo Caramujo,CACERES,MT,OUTRAS CAUSAS,VANDALISMO,-15.8461731,-57.85715279999999
10/03/2016 11:03:00,RAPOSA SERRA DO SOL,UIRAMUTA,RR,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,4.4007377,-60.35972079999999
18/10/2016 08:10:00,Sirnande,SAO DESIDERIO,BA,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-12.3648449,-44.9769011
09/11/2015 15:11:00,PARNA DA CHAPADA DIAMANTINA,ANDARAI,BA,OUTRAS CAUSAS,INDETERMINADO,-12.8801668,-41.3721853
10/07/2016 20:07:00,NOVA MUTUM PARANÁ,PORTO VELHO,RO,OUTRAS CAUSAS,VANDALISMO,-9.2951576,-64.54737589999999
24/07/2016 19:07:00,JACI PARANÁ,PORTO VELHO,RO,OUTRAS CAUSAS,VANDALISMO,-9.253793,-64.4123901
25/07/2016 20:07:00,JACI PARANÁ,PORTO VELHO,RO,OUTRAS CAUSAS,VANDALISMO,-9.253793,-64.4123901
08/08/2016 17:08:00,Quilombo Kalunga,CAVALCANTE,GO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-13.7904208,-47.458134
17/08/2016 13:08:00,TENHARIM MARMELOS,HUMAITA,AM,OUTRAS CAUSAS,INDETERMINADO,-8.337469,-61.7488586
10/09/2016 17:09:00,PA Joana Darc III - Linha 15,PORTO VELHO,RO,ACIDENTE,FAGULHA TRANSPORTADA PELO VENTO,-11.233369,-62.4507486
29/09/2016 15:09:00,PA NOVA VIDA / TARTARUGALZINHO,TARTARUGALZINHO,AP,OUTRAS CAUSAS,INDETERMINADO,1.49005,-50.997054
,M.A 28 TERMINO,PORTO VELHO,RO,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-8.7635576,-63.89717040000001
13/08/2017 13:08:00,BR 364,PORTO VELHO,RO,CAUSAS NATURAIS,DESCARGA ELÉTRICA DE RAIO,-8.7745295,-63.8865871
20/10/2017 09:10:00,PA 72 / LADARIO,LADARIO,MS,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-19.006155,-57.6121559
13/09/2017 15:09:00,KADIWÉU,PORTO MURTINHO,MS,OUTRAS CAUSAS,INDETERMINADO,-20.7648109,-57.31083769999999
14/11/2017 15:11:00,FAZENDA SÃO ROQUE (RNSR),AQUIDAUANA,MS,ACIDENTE,FAGULHA TRANSPORTADA PELO VENTO,-19.5187545,-55.3120594
09/08/2017 11:08:00,SITIO FEIJÃO,QUIXADA,CE,OUTRAS CAUSAS,INDETERMINADO,-4.9489453,-39.0139757
,JOANA D'ARC,PORTO VELHO,RO,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-8.737252999999999,-63.874244
27/08/2018 18:08:00,PA CRUZEIRO / AMAPA,AMAPA,AP,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-6.207102,-52.70279559999999
27/08/2018 18:08:00,PA CRUZEIRO / AMAPA,AMAPA,AP,ACIDENTE,FAGULHA TRANSPORTADA PELO VENTO,-6.207102,-52.70279559999999
25/09/2018 14:09:00,PA CRUZEIRO / AMAPA,AMAPA,AP,OUTRAS CAUSAS,INDETERMINADO,-6.207102,-52.70279559999999
,ZONA RURAL LH 41,NOVA MAMORE,RO,OUTRAS CAUSAS,INDETERMINADO,-10.4106678,-65.3305618
13/09/2018 08:09:00,MARAIWATSEDE,ALTO BOA VISTA,MT,OUTRAS CAUSAS,INDETERMINADO,-11.7036923,-51.6244307
15/09/2018 17:09:00,PA OLHO D AGUA I / MOJU,MOJU,PA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-2.2524163,-48.7918587
20/10/2018 11:10:00,PA BOM JESUS / TARTARUGALZINHO,TARTARUGALZINHO,AP,OUTRAS CAUSAS,INDETERMINADO,1.3828494,-50.9907025
,ARAÇÁ,AMAJARI,RR,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,3.6541852,-61.4190754
,PA JOANA DARC III LH 25,PORTO VELHO,RO,OUTRAS CAUSAS,VANDALISMO,-8.7635576,-63.89717040000001
26/07/2017 06:07:00,Fazenda,CAVALCANTE,GO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-13.7881435,-47.454642
22/07/2017 15:07:00,Fazenda,CAVALCANTE,GO,OUTRAS CAUSAS,INDETERMINADO,-13.7881435,-47.454642
01/07/2017 15:07:00,Distrito de Nova Cácere,CACERES,MT,EXTRATIVISMO,LIMPEZA DE ÁREA PARA MINERAÇÃO,-16.0873856,-57.6754995
27/07/2017 07:07:00,"Linha Geraldo Zanini, Km 10",COTRIGUACU,MT,OUTRAS CAUSAS,INDETERMINADO,-9.9030759,-58.5657137
20/07/2017 09:07:00,Aldeia Kuia Kuare,PARANATINGA,MT,ATIVIDADE AGROPECUÁRIA,QUEIMA DE LIXO,-14.4254977,-54.05320709999999
06/10/2017 00:10:00,PORQUINHOS DOS CANELA-APÃNJEKRA,FERNANDO FALCAO,MA,ACIDENTE,CONFECÇÃO DE ACEIRO,-6.0924461,-45.5639787
,REGIÃO DO VÃO GRANDE,TOCANTINIA,TO,OUTRAS CAUSAS,INDETERMINADO,,
15/10/2017 17:10:00,ARARIBOIA JUÇARAL,AMARANTE DO MARANHAO,MA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-5.345801199999999,-46.6392183
20/09/2017 08:09:00,PA CONQUISTA /,POCONE,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-16.2565505,-56.6251286
07/08/2017 10:08:00,Aldeia Santana,NOBRES,MT,ACIDENTE,REIGNIÇÃO,-14.2087889,-55.4797867
20/07/2016 15:07:00,BR 364 SENTIDO JACI PARANÁ,PORTO VELHO,RO,OUTRAS CAUSAS,VANDALISMO,-9.2560662,-64.3936013
27/07/2016 12:07:00,kALUNGA,CAVALCANTE,GO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-13.7904208,-47.458134
11/09/2016 14:09:00,PA Joana Darc III - Linha 17,PORTO VELHO,RO,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-8.7635576,-63.89717040000001
10/09/2016 16:09:00,PA Joana Darc III - Linha 15,PORTO VELHO,RO,ACIDENTE,FAGULHA TRANSPORTADA PELO VENTO,-11.233369,-62.4507486
19/06/2017 14:06:00,Chacara Moa,CANDEIAS DO JAMARI,RO,OUTRAS CAUSAS,INDETERMINADO,-8.7770814,-63.7151947
26/06/2018 14:06:00,Aldeia Duas Cachoeiras,TANGARA DA SERRA,MT,EXTRATIVISMO,CAÇA,-14.6197344,-57.4875157
26/06/2018 12:06:00,Aldeia Duas Cachoeiras,SAPEZAL,MT,EXTRATIVISMO,CAÇA,-13.54793,-58.816125
,joana darc linha 13,PORTO VELHO,RO,OUTRAS CAUSAS,VANDALISMO,-8.737252999999999,-63.874244
,Guajara Mirim,PORTO VELHO,RO,OUTRAS CAUSAS,VANDALISMO,-8.764695,-63.887295
13/08/2018 10:08:00,PA BOM JESUS / TARTARUGALZINHO,TARTARUGALZINHO,AP,OUTRAS CAUSAS,VANDALISMO,1.3828494,-50.9907025
13/09/2018 04:09:00,PAD Boa Esperança - Ramal Sergio Barros,SENA MADUREIRA,AC,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-21.092795,-45.5628734
05/08/2018 13:08:00,Santa Rita/ Floriano,FLORIANO,PI,ACIDENTE,REIGNIÇÃO,-6.792345999999999,-43.0230037
23/08/2018 11:08:00,Aparecida Procópio,FLORIANO,PI,ACIDENTE,REIGNIÇÃO,-6.7841173,-43.0018754
02/03/2016 13:03:00,SÃO MARCOS - RR,PACARAIMA,RR,OUTRAS CAUSAS,VANDALISMO,4.478414,-61.1482639
10/09/2016 08:09:00,"RACHÃO DAS NEVES, POVOADO DE CARIPARÉ",RIACHAO DAS NEVES,BA,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-11.7511937,-44.9146772
27/07/2017 13:07:00,BR 364 NOSSA SENHORA BAK,PORTO VELHO,RO,OUTRAS CAUSAS,INDETERMINADO,-8.7928559,-63.77912199999999
14/08/2017 14:08:00,ESEC DO JARDIM BOTÂNICO,BRASILIA,DF,ATIVIDADE AGROPECUÁRIA,QUEIMA DE LIXO,-15.8841934,-47.8152783
01/09/2017 10:09:00,RIO PRETO,MACHADINHO D'OESTE,RO,OUTRAS CAUSAS,VANDALISMO,-9.4251854,-62.00246749999999
,BACURIZINHO,GRAJAU,MA,EXTRATIVISMO,CAÇA,-5.888267099999999,-45.7840681
23/09/2017 09:09:00,Aldeia Cristalino,SAPEZAL,MT,ACIDENTE,CONFECÇÃO DE ACEIRO,-13.5474922,-58.81676699999999
,PARQUE DO ARAGUAIA,FORMOSO DO ARAGUAIA,TO,OUTRAS CAUSAS,VANDALISMO,-11.5146242,-50.3412051
22/08/2017 08:08:00,PRAINHA BARREIRAS,BARREIRAS,BA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-12.1428317,-45.0116233
24/08/2018 13:08:00,Fazenda Parelhas,QUIXERAMOBIM,CE,OUTRAS CAUSAS,VANDALISMO,-5.186691199999999,-39.2548209
01/11/2017 16:11:00,Quilombo Kalunga,TERESINA DE GOIAS,GO,OUTRAS CAUSAS,VANDALISMO,-13.7761432,-47.26406129999999
29/08/2018 09:08:00,PA RETIRO / FLORIANO,FLORIANO,PI,ACIDENTE,REIGNIÇÃO,-6.777729099999999,-43.04620310000001
,BR 425 KM 2,NOVA MAMORE,RO,OUTRAS CAUSAS,INDETERMINADO,-10.4116646,-65.3309329
,LH 9 RIBEIRÃO,NOVA MAMORE,RO,OUTRAS CAUSAS,INDETERMINADO,-10.2602,-65.268929
26/09/2018 17:09:00,ARIE da Matinha do Pici,FORTALEZA,CE,OUTRAS CAUSAS,VANDALISMO,-3.7523864,-38.5771605
11/08/2019 12:08:00,P.A.PAIOL LINHÃO DAS BRANCAS,CACERES,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-6.207102,-52.70279559999999
18/09/2019 10:09:00,BR 262,CORUMBA,MS,ACIDENTE,FAGULHA TRANSPORTADA PELO VENTO,-19.0108492,-57.65077830000001
07/09/2019 11:09:00,FAZENDA AROEIRA,POCONE,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-16.266471,-56.626599
09/09/2019 06:09:00,Comunidade Campina de Pedra - Poconé/MT,POCONE,MT,OUTRAS CAUSAS,INDETERMINADO,-16.272184,-56.62390300000001
25/09/2019 14:09:00,Linha do Jacaré,COTRIGUACU,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-9.9030759,-58.5657137
11/08/2019 06:08:00,PA RETIRO / FLORIANO,FLORIANO,PI,ACIDENTE,REIGNIÇÃO,-6.777729099999999,-43.04620310000001
08/09/2019 14:09:00,BR 262,CORUMBA,MS,OUTRAS CAUSAS,INDETERMINADO,-19.0108492,-57.65077830000001
28/08/2019 20:08:00,ALDEIA LIMÃO VERDE,AQUIDAUANA,MS,,,-20.322395,-55.691652
06/09/2019 17:09:00,PORTO MORRINHO,CORUMBA,MS,OUTRAS CAUSAS,INDETERMINADO,-19.4635906,-57.41703029999999
27/09/2019 13:09:00,Forte Coimbra,CORUMBA,MS,EXTRATIVISMO,CAÇA,-19.9196654,-57.7923168
30/10/2019 22:10:00,BR 262,CORUMBA,MS,OUTRAS CAUSAS,INDETERMINADO,-19.0108492,-57.65077830000001
17/08/2020 20:08:00,UMUTINA,BARRA DO BUGRES,MT,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-14.9714387,-57.0600189
09/09/2020 10:09:00,"Aldeia Formoso, T.I. RIO FORMOSO-MT",TANGARA DA SERRA,MT,OUTRAS CAUSAS,INDETERMINADO,-14.5953395,-58.06915189999999
26/09/2020 11:09:00,ALTO RIO GUAMÁ,PARAGOMINAS,PA,OUTRAS CAUSAS,INDETERMINADO,-2.3220802,-46.76959420000001
05/10/2020 14:10:00,PA OLHO D AGUA I / MOJU,MOJU,PA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-2.2524163,-48.7918587
09/10/2019 12:10:00,SÃO GABRIEL/ CORUMBÁ,CORUMBA,MS,OUTRAS CAUSAS,INDETERMINADO,-19.2042644,-56.2451825
23/10/2019 15:10:00,BR 262,CORUMBA,MS,OUTRAS CAUSAS,INDETERMINADO,-19.0108492,-57.65077830000001
14/09/2020 16:09:00,PARQUE INDIGENA DO XINGU/ ALTO XINGU,GAUCHA DO NORTE,MT,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-13.5118253,-53.0955851
13/08/2019 11:08:00,Aldeia Ilhaosê,TANGARA DA SERRA,MT,EXTRATIVISMO,CAÇA,-14.6068311,-57.470444
16/09/2019 13:09:00,BR 262,CORUMBA,MS,OUTRAS CAUSAS,INDETERMINADO,-19.0108492,-57.65077830000001
29/08/2019 17:08:00,TAUNAY/IPEGUE,AQUIDAUANA,MS,ACIDENTE,FAGULHA TRANSPORTADA PELO VENTO,-20.2534553,-56.0674727
13/08/2019 14:08:00,BARREIRAS,BARREIRAS,BA,OUTRAS CAUSAS,VANDALISMO,-12.1477483,-44.9953475
20/09/2020 12:09:00,LH 07,COTRIGUACU,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-9.9030481,-58.5657066
04/09/2019 13:09:00,Faz. Santa Helena,CORUMBA,MS,ACIDENTE,FAGULHA TRANSPORTADA PELO VENTO,-19.0051788,-57.6527913
14/09/2019 12:09:00,BR 262,CORUMBA,MS,OUTRAS CAUSAS,INDETERMINADO,-19.0108492,-57.65077830000001
23/03/2020 07:03:00,ALDEIA VELHA,PORTO SEGURO,BA,ATIVIDADE AGROPECUÁRIA,QUEIMA DE LIXO,-16.4443537,-39.0653656
01/09/2020 16:09:00,BR MT-170 / Nova União - Cotriguaçú,COTRIGUACU,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-9.3669037,-58.951555
30/10/2019 12:10:00,PORTO MORRINHO,CORUMBA,MS,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-19.4635906,-57.41703029999999
26/08/2020 11:08:00,Aldeia Kolidiki,TANGARA DA SERRA,MT,ATIVIDADE AGROPECUÁRIA,QUEIMA DE LIXO,-14.6068311,-57.470444
,PA PAIOL / CACERES,CACERES,MT,OUTRAS CAUSAS,VANDALISMO,-16.0834866,-57.67567089999999
14/09/2020 14:09:00,LH 0,COTRIGUACU,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-9.9030481,-58.5657066
17/09/2020 12:09:00,PA OLHO D AGUA I / MOJU,MOJU,PA,OUTRAS CAUSAS,INDETERMINADO,-2.2524163,-48.7918587
25/09/2020 12:09:00,Próximo Aldeia Africo,TANGARA DA SERRA,MT,OUTRAS CAUSAS,INDETERMINADO,-14.6303587,-57.50013000000001
27/09/2020 10:09:00,Próximo Lavoura Indígena,TANGARA DA SERRA,MT,OUTRAS CAUSAS,INDETERMINADO,-14.6199286,-57.4861788
10/10/2020 17:10:00,ALTO RIO GUAMÁ,PARAGOMINAS,PA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-2.3220802,-46.76959420000001
10/10/2019 15:10:00,BR MT-140 / Ouro Verde - Cotriguaçú,COTRIGUACU,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-9.90232,-58.56839999999999
31/08/2019 14:08:00,PARQUE DO XINGU,SAO FELIX DO ARAGUAIA,MT,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-11.6179703,-50.6650754
04/09/2020 13:09:00,PA OLHO D AGUA I / MOJU,MOJU,PA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-2.2524163,-48.7918587
08/10/2020 14:10:00,ALTO RIO GUAMÁ,PARAGOMINAS,PA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-2.3220802,-46.76959420000001
23/09/2018 15:09:00,PARNA DA CHAPADA DIAMANTINA,ITAETE,BA,ACIDENTE,FAGULHA TRANSPORTADA PELO VENTO,-4.2647341,-55.991954
19/09/2017 11:09:00,PA MARIPÃ? / MONTE ALEGRE,MONTE ALEGRE,PA,OUTRAS CAUSAS,VANDALISMO,-2.0051708,-54.0677703
24/08/2017 15:08:00,AVÁ-CANOEIRO,MINACU,GO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-13.5292251,-48.225823
24/08/2017 15:08:00,AVÁ-CANOEIRO,COLINAS DO SUL,GO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-14.1504898,-48.0766717
07/12/2018 14:12:00,CAPIBARIBE,TAQUARITINGA DO NORTE,PE,OUTRAS CAUSAS,VANDALISMO,-7.950588699999999,-36.204105
12/01/2016 09:01:00,YANOMAMI,MUCAJAI,RR,EXTRATIVISMO,CAÇA,2.4470932,-60.91878449999999
16/08/2018 12:08:00,ESEC do Castanhão,IRACEMA,CE,EXTRATIVISMO,EXTRAÇÃO DE MEL,-5.6247436,-38.5024249
,SÃO MARCOS - RR,PACARAIMA,RR,OUTRAS CAUSAS,INDETERMINADO,4.478414,-61.1482639
,PARNA BOQUEIRÃO DA ONÇA,SENTO SE,BA,EXTRATIVISMO,LIMPEZA DE ÁREA PARA MINERAÇÃO,-10.0451021,-41.7606472
24/10/2018 13:10:00,ASSENTAMENTO MATA VERDE E LAMPIÃO,DIAMANTE,PB,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-7.427227299999999,-38.2654449
24/10/2018 13:10:00,ASSENTAMENTO LAMPIÃO,SANTANA DE MANGUEIRA,PB,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-7.5514933,-38.3341599
19/03/2016 10:03:00,SÃO MARCOS - RR,PACARAIMA,RR,,,4.478414,-61.1482639
07/08/2017 08:08:00,kALUNGA,CAVALCANTE,GO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-13.7904208,-47.458134
12/10/2017 09:10:00,CANA BRAVA/GUAJAJARA,AMARANTE DO MARANHAO,MA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-5.5374853,-45.6014691
27/09/2019 10:09:00,ARARIBOIA ZUTIWA,AMARANTE DO MARANHAO,MA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-5.2246362,-46.2068199
15/08/2016 08:08:00,PA VALDETE CORREIA/ ITAETE,ITAETE,BA,OUTRAS CAUSAS,INDETERMINADO,-12.9810717,-40.9654076
20/09/2017 17:09:00,PARNA DE BRASÍLIA,BRASILIA,DF,OUTRAS CAUSAS,VANDALISMO,-15.6718013,-47.9812152
19/02/2016 12:02:00,RAPOSA SERRA DO SOL,NORMANDIA,RR,OUTRAS CAUSAS,VANDALISMO,3.8797158,-59.6340059
14/03/2016 11:03:00,RAPOSA SERRA DO SOL,NORMANDIA,RR,OUTRAS CAUSAS,VANDALISMO,3.8797158,-59.6340059
16/02/2017 15:02:00,XACRIABÁ,ITACARAMBI,MG,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-14.8813627,-44.2515683
27/10/2017 12:10:00,PARNA DA SERRA DAS CONFUSÕES,CRISTINO CASTRO,PI,OUTRAS CAUSAS,INDETERMINADO,-9.222837,-43.4898119
29/08/2018 14:08:00,PARQUE DO XINGU,FELIZ NATAL,MT,OUTRAS CAUSAS,FOGUEIRA DE ACAMPAMENTO,-11.8624992,-53.527784
16/09/2017 16:09:00,PARNA DA TIJUCA,RIO DE JANEIRO,RJ,OUTRAS CAUSAS,QUEDA DE BALÃO,-22.9507703,-43.2860898
14/12/2015 14:12:00,SERRA DA MOÇA,BOA VISTA,RR,,,3.2705054,-60.6745864
13/12/2015 10:12:00,RAPOSA SERRA DO SOL,UIRAMUTA,RR,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,4.4007377,-60.35972079999999
17/12/2014 16:12:00,RAPOSA SERRA DO SOL,UIRAMUTA,RR,,,4.4007377,-60.35972079999999
23/01/2016 12:01:00,RAPOSA SERRA DO SOL,UIRAMUTA,RR,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,4.4007377,-60.35972079999999
23/02/2016 17:02:00,YANOMAMI,MUCAJAI,RR,ACIDENTE,CONFECÇÃO DE ACEIRO,2.4470932,-60.91878449999999
15/07/2016 15:07:00,BR 364 SENTIDO JACI PARANÁ,PORTO VELHO,RO,OUTRAS CAUSAS,INDETERMINADO,-9.2560662,-64.3936013
22/07/2016 16:07:00,RUA CANÁRIO DO REINO,MACHADINHO D'OESTE,RO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-9.4299777,-61.9934987
25/10/2019 17:10:00,PA OLHO D AGUA I / MOJU,MOJU,PA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-2.2524163,-48.7918587
15/03/2020 16:03:00,RAPOSA SERRA DO SOL/SERRA,UIRAMUTA,RR,OUTRAS CAUSAS,VANDALISMO,4.4007377,-60.35972079999999
04/01/2016 12:01:00,RAPOSA SERRA DO SOL,UIRAMUTA,RR,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,4.4007377,-60.35972079999999
26/07/2016 13:07:00,PA Joana Darc III - Linha 07,PORTO VELHO,RO,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-11.0809511,-61.4409493
30/07/2016 14:07:00,PA Joana Darc III - Linha 17,PORTO VELHO,RO,OUTRAS CAUSAS,VANDALISMO,-8.7635576,-63.89717040000001
15/08/2016 13:08:00,Quilombo Kalunga,CAVALCANTE,GO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-13.7904208,-47.458134
26/09/2016 11:09:00,PA GOVERNADOR JANARY / TARTARUGALZINHO,TARTARUGALZINHO,AP,OUTRAS CAUSAS,INDETERMINADO,1.507904,-50.911867
09/02/2019 14:02:00,TABALASCADA,CANTA,RR,,,2.6862791,-60.6017441
10/11/2019 19:11:00,PARQUE NATURAL SERRA DAS ALMAS,RIO DE CONTAS,BA,OUTRAS CAUSAS,INDETERMINADO,-13.3715942,-41.8841023
15/01/2016 16:01:00,TABALASCADA,CANTA,RR,OUTRAS CAUSAS,VANDALISMO,2.6862791,-60.6017441
25/01/2016 19:01:00,ANINGAL,AMAJARI,RR,,,3.4535724,-61.3873349
12/09/2018 08:09:00,Fazenda Pantera Brasil,POCONE,MT,OUTRAS CAUSAS,INDETERMINADO,-16.266471,-56.626599
04/09/2018 13:09:00,BR 070 - Comunidade do Rodeio,POCONE,MT,OUTRAS CAUSAS,INDETERMINADO,-15.9283344,-56.914713
19/08/2019 13:08:00,PA OLHO D AGUA I / MOJU,MOJU,PA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-2.2524163,-48.7918587
31/07/2020 08:07:00,Aldeia Papagaio I / T. I. Juininha,TANGARA DA SERRA,MT,OUTRAS CAUSAS,VANDALISMO,-14.5359966,-59.0878063
02/08/2020 14:08:00,Aldeia Kolidiki,TANGARA DA SERRA,MT,OUTRAS CAUSAS,VANDALISMO,-14.6068311,-57.470444
08/02/2021 11:02:00,ARAÇÁ,AMAJARI,RR,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,3.6541852,-61.4190754
02/03/2021 14:03:00,ARAÇÁ,AMAJARI,RR,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,3.6541852,-61.4190754
09/11/2015 15:11:00,APA COROA VERMELHA,PORTO SEGURO,BA,OUTRAS CAUSAS,INDETERMINADO,-16.3368034,-39.0094642
25/10/2019 16:10:00,PA OLHO D AGUA I / MOJU,MOJU,PA,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-2.2524163,-48.7918587
14/09/2020 10:09:00,Região da Aldeia Nova Esperança-MT,TANGARA DA SERRA,MT,EXTRATIVISMO,CAÇA,-14.6265304,-57.485888
14/12/2015 18:12:00,TABALASCADA,CANTA,RR,ACIDENTE,CONFECÇÃO DE ACEIRO,2.6862791,-60.6017441
17/08/2016 14:08:00,RAMAL XERON,PORTO VELHO,RO,OUTRAS CAUSAS,INDETERMINADO,-8.6705861,-63.9953228
29/08/2016 09:08:00,Kalunga,CAVALCANTE,GO,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-13.7904208,-47.458134
09/08/2019 18:08:00,APA BAIA NEGRA - LADÁRIO,LADARIO,MS,ACIDENTE,CABO DE ALTA TENSÃO,-20.2262989,-58.16936029999999
20/11/2019 11:11:00,MATA DA PIMENTEIRA,SERRA TALHADA,PE,OUTRAS CAUSAS,VANDALISMO,-7.9355097,-38.3004726
11/10/2019 16:10:00,LH 06 Nov Esperança/ Cotriguaçu-MT,COTRIGUACU,MT,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM PLANTADA,-9.4988727,-58.9862365
15/11/2018 17:11:00,PA GOVERNADOR JANARY / TARTARUGALZINHO,TARTARUGALZINHO,AP,OUTRAS CAUSAS,INDETERMINADO,1.507904,-50.911867
14/11/2018 14:11:00,PA PIQUIA DO AMAPÃ? / AMAPA,AMAPA,AP,OUTRAS CAUSAS,INDETERMINADO,2.0471102,-50.7922646
08/09/2020 08:09:00,PARQUE DO XINGU,FELIZ NATAL,MT,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-11.8624992,-53.527784
10/08/2020 10:08:00,PARQUE DO XINGU,FELIZ NATAL,MT,OUTRAS CAUSAS,INDETERMINADO,-11.8624992,-53.527784
16/07/2019 13:07:00,PAD Boa Esperança - Ramal Olho D'agua,SENA MADUREIRA,AC,ATIVIDADE AGROPECUÁRIA,RENOVAÇÃO DE PASTAGEM NATURAL,-21.092795,-45.5628734
21/03/2020 16:03:00,RAPOSA SERRA DO SOL/LAVRADO,NORMANDIA,RR,OUTRAS CAUSAS,VANDALISMO,4.4007377,-60.35972079999999
02/11/2018 15:11:00,PA CRUZEIRO / AMAPA,AMAPA,AP,ATIVIDADE AGROPECUÁRIA,LIMPEZA DE ÁREA PARA CULTIVO,-6.207102,-52.70279559999999
12/11/2018 14:11:00,PA CRUZEIRO / AMAPA,AMAPA,AP,OUTRAS CAUSAS,INDETERMINADO,-6.207102,-52.70279559999999
