"","data_inicio_fogo","localidade","mun","uf","tipo_item","provavel_causa","lat","lng"
"1000","09/10/2018 14:10:00","linha 21, girão","NOVA MAMORE","RO","OUTRAS CAUSAS","VANDALISMO",-10.4106678,-65.3305618
"1001","19/10/2018 15:10:00","PA CRUZEIRO / AMAPA","AMAPA","AP","OUTRAS CAUSAS","VANDALISMO",-6.207102,-52.7027956
"1002","25/10/2018 14:10:00","PA CRUZEIRO / AMAPA","AMAPA","AP","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-6.207102,-52.7027956
"1003","26/10/2018 09:10:00","PA PIQUIA DO AMAPÃ? / AMAPA","AMAPA","AP","OUTRAS CAUSAS","INDETERMINADO",2.0471102,-50.7922646
"1004","28/10/2018 13:10:00","PA PIQUIA DO AMAPÃ? / AMAPA","AMAPA","AP","OUTRAS CAUSAS","INDETERMINADO",2.0471102,-50.7922646
"1005","31/07/2018 10:07:00","Quilombo Kalunga","CAVALCANTE","GO",NA,NA,-13.7904208,-47.458134
"1006","08/10/2018 17:10:00","Fazenda Caititu","SERRA TALHADA","PE","EXTRATIVISMO","EXTRAÇÃO DE MEL",-7.9923756,-38.2996816
"1007","28/08/2016 20:08:00","JACI PARANÁ","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-9.253793,-64.4123901
"1008","14/01/2017 14:01:00","PA SALUBRINHO / ANDARAI","ANDARAI","BA","ATIVIDADE AGROPECUÁRIA","QUEIMA DE LIXO",-12.8006321,-41.3271166
"1009","21/10/2016 11:10:00","PA BOM JESUS / TARTARUGALZINHO","TARTARUGALZINHO","AP","OUTRAS CAUSAS","VANDALISMO",1.3828494,-50.9907025
"1010","03/10/2016 17:10:00","PA GOVERNADOR JANARY / TARTARUGALZINHO","TARTARUGALZINHO","AP","OUTRAS CAUSAS","VANDALISMO",1.507904,-50.911867
"1011","03/10/2016 17:10:00","PA GOVERNADOR JANARY / TARTARUGALZINHO","TARTARUGALZINHO","AP","OUTRAS CAUSAS","INDETERMINADO",1.507904,-50.911867
"1012","11/08/2017 11:08:00","TENHARIM MARMELOS","MANICORE","AM","CAUSAS NATURAIS","DESCARGA ELÉTRICA DE RAIO",-8.337469,-61.7488586
"1013","10/09/2017 11:09:00","RIO PRETO","MACHADINHO D'OESTE","RO","OUTRAS CAUSAS","VANDALISMO",-9.4251854,-62.0024675
"1014","03/09/2017 12:09:00","LINHA MA 43 KM 30","MACHADINHO D'OESTE","RO","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-9.4251996,-62.0024651
"1015","18/09/2017 09:09:00","LINHA J 20 KM 54","MACHADINHO D'OESTE","RO","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-9.4251996,-62.0024651
"1016","09/08/2017 06:08:00","FAZ. NOSSA SENHORA DA GUIA","CORUMBA","MS","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-18.9988889,-57.6508333
"1017","11/09/2017 13:09:00","SITIO NOSSA SENHORA DE FATIMA","CORUMBA","MS","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-19.0081688,-57.6515503
"1018","07/09/2017 16:09:00","Taunay / Aquidauana","AQUIDAUANA","MS","OUTRAS CAUSAS","VANDALISMO",-20.2921511,-56.0759758
"1019","04/10/2017 15:10:00","ALDEIA LIMÃO VERDE","AQUIDAUANA","MS","OUTRAS CAUSAS","VANDALISMO",-20.322395,-55.691652
"1020","07/10/2017 17:10:00","ALDEIA LIMÃO VERDE","AQUIDAUANA","MS","CAUSAS NATURAIS","DESCARGA ELÉTRICA DE RAIO",-20.322395,-55.691652
"1021","05/12/2017 13:12:00","PARNA DA CHAPADA DIAMANTINA","ANDARAI","BA","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-12.8801668,-41.3721853
"1022","02/11/2017 09:11:00","ASSENTAMENTO ALEGRE","QUIXERAMOBIM","CE","ATIVIDADE AGROPECUÁRIA","QUEIMA DE LIXO",-5.233333,-39.366667
"1023","09/07/2018 17:07:00","TENHARIM MARMELOS","MANICORE","AM","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-8.337469,-61.7488586
"1024",NA,"ORINTE NOVO T15","MACHADINHO D'OESTE","RO","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-9.6396218,-62.1185646
"1025",NA,"MACHADINHO D' OESTE","MACHADINHO D'OESTE","RO","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-9.4251854,-62.0024675
"1026","31/08/2018 14:08:00","PAD Boa Esperança - Estrada da Xiburema","SENA MADUREIRA","AC","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-21.092795,-45.5628734
"1027","21/09/2107 17:09:00","Quilombo Kalunga","TERESINA DE GOIAS","GO","OUTRAS CAUSAS","VANDALISMO",-13.7761432,-47.2640613
"1028","14/09/2018 14:09:00","PA PIQUIA DO AMAPÃ? / AMAPA","AMAPA","AP","OUTRAS CAUSAS","INDETERMINADO",2.0471102,-50.7922646
"1029","12/09/2018 13:09:00","PA IGARAPÉ GRANDE / OIAPOQUE","OIAPOQUE","AP","OUTRAS CAUSAS","VANDALISMO",2.5217052,-51.7437389
"1030","27/09/2018 15:09:00","PA CEDRO / TARTARUGALZINHO","TARTARUGALZINHO","AP","OUTRAS CAUSAS","VANDALISMO",1.5056624,-50.9118916
"1031",NA,"BR 369 KM80","PORTO VELHO","RO","OUTRAS CAUSAS","INDETERMINADO",-8.7635576,-63.8971704
"1032",NA,"P.A JOANA D'ARC  LINHA 09","PORTO VELHO","RO","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-10.8954804,-62.0826926
"1033","08/08/2018 17:08:00","Paralelo ROD. 235","CAMPO NOVO DO PARECIS","MT","OUTRAS CAUSAS","INDETERMINADO",-13.6571331,-57.8885345
"1034",NA,"ARAÇÁ","AMAJARI","RR","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",3.6541852,-61.4190754
"1035","04/03/2016 16:03:00","TABALASCADA","CANTA","RR","OUTRAS CAUSAS","INDETERMINADO",2.6862791,-60.6017441
"1036","19/02/2016 12:02:00","APA COROA VERMELHA","PORTO SEGURO","BA","OUTRAS CAUSAS","INDETERMINADO",-16.3368034,-39.0094642
"1037","07/07/2017 11:07:00","fazenda","TERESINA DE GOIAS","GO",NA,NA,-13.7761456,-47.2640749
"1038","27/07/2017 16:07:00","linha 09","PORTO VELHO","RO","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-9.8277006,-64.6153421
"1039","04/07/2017 14:07:00","Região da cabeceira Sacre","TANGARA DA SERRA","MT","EXTRATIVISMO","CAÇA",-14.6303587,-57.50013
"1040","31/07/2017 08:07:00","Aldeia Zatemaná","TANGARA DA SERRA","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-14.6068311,-57.470444
"1041",NA,"ALDEIA MIRASSOL","TOCANTINIA","TO","OUTRAS CAUSAS","INDETERMINADO",-9.5371984,-48.0891476
"1042","02/10/2017 16:10:00","P.A JOANA D'ARC","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-8.7679107,-64.076761
"1043",NA,"ESTRADA DA PENAL","PORTO VELHO","RO","OUTRAS CAUSAS","INDETERMINADO",-8.7383526,-63.8673764
"1044",NA,"TENHARIM MARMELOS (GLEBA B)","HUMAITA","AM","OUTRAS CAUSAS","INDETERMINADO",-7.3249468,-62.0015816
"1045","03/09/2017 13:09:00","PARNA DA CHAPADA DOS VEADEIROS","TERESINA DE GOIAS","GO","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-14.0388664,-47.6229713
"1046","03/09/2018 14:09:00","PA CRUZEIRO / AMAPA","AMAPA","AP","OUTRAS CAUSAS","VANDALISMO",-6.207102,-52.7027956
"1047","07/09/2018 15:09:00","PA CRUZEIRO / AMAPA","AMAPA","AP","OUTRAS CAUSAS","VANDALISMO",-6.207102,-52.7027956
"1048","22/09/2018 14:09:00","PA GOVERNADOR JANARY / TARTARUGALZINHO","TARTARUGALZINHO","AP","OUTRAS CAUSAS","INDETERMINADO",1.507904,-50.911867
"1049",NA,"ZONA RURAL SETOR CHACAREIRO","NOVA MAMORE","RO","OUTRAS CAUSAS","VANDALISMO",-10.4106678,-65.3305618
"1050","28/08/2018 15:08:00","BR-174 Proximo Caramujo","CACERES","MT","OUTRAS CAUSAS","VANDALISMO",-15.8461731,-57.8571528
"1051","10/03/2016 11:03:00","RAPOSA SERRA DO SOL","UIRAMUTA","RR","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",4.4007377,-60.3597208
"1052","18/10/2016 08:10:00","Sirnande","SAO DESIDERIO","BA","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-12.3648449,-44.9769011
"1053","09/11/2015 15:11:00","PARNA DA CHAPADA DIAMANTINA","ANDARAI","BA","OUTRAS CAUSAS","INDETERMINADO",-12.8801668,-41.3721853
"1054","10/07/2016 20:07:00","NOVA MUTUM PARANÁ","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-9.2951576,-64.5473759
"1055","24/07/2016 19:07:00","JACI PARANÁ","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-9.253793,-64.4123901
"1056","25/07/2016 20:07:00","JACI PARANÁ","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-9.253793,-64.4123901
"1057","08/08/2016 17:08:00","Quilombo Kalunga","CAVALCANTE","GO","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-13.7904208,-47.458134
"1058","17/08/2016 13:08:00","TENHARIM MARMELOS","HUMAITA","AM","OUTRAS CAUSAS","INDETERMINADO",-8.337469,-61.7488586
"1059","10/09/2016 17:09:00","PA Joana Darc III - Linha 15","PORTO VELHO","RO","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-11.233369,-62.4507486
"1060","29/09/2016 15:09:00","PA NOVA VIDA / TARTARUGALZINHO","TARTARUGALZINHO","AP","OUTRAS CAUSAS","INDETERMINADO",1.49005,-50.997054
"1061",NA,"M.A 28 TERMINO","PORTO VELHO","RO","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-8.7635576,-63.8971704
"1062","13/08/2017 13:08:00","BR 364","PORTO VELHO","RO","CAUSAS NATURAIS","DESCARGA ELÉTRICA DE RAIO",-8.7745295,-63.8865871
"1063","20/10/2017 09:10:00","PA 72 / LADARIO","LADARIO","MS","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-19.006155,-57.6121559
"1064","13/09/2017 15:09:00","KADIWÉU","PORTO MURTINHO","MS","OUTRAS CAUSAS","INDETERMINADO",-20.7648109,-57.3108377
"1065","14/11/2017 15:11:00","FAZENDA SÃO ROQUE (RNSR)","AQUIDAUANA","MS","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-19.5187545,-55.3120594
"1066","09/08/2017 11:08:00","SITIO FEIJÃO","QUIXADA","CE","OUTRAS CAUSAS","INDETERMINADO",-4.9489453,-39.0139757
"1067",NA,"JOANA D'ARC","PORTO VELHO","RO","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-8.737253,-63.874244
"1068","27/08/2018 18:08:00","PA CRUZEIRO / AMAPA","AMAPA","AP","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-6.207102,-52.7027956
"1069","27/08/2018 18:08:00","PA CRUZEIRO / AMAPA","AMAPA","AP","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-6.207102,-52.7027956
"1070","25/09/2018 14:09:00","PA CRUZEIRO / AMAPA","AMAPA","AP","OUTRAS CAUSAS","INDETERMINADO",-6.207102,-52.7027956
"1071",NA,"ZONA RURAL LH 41","NOVA MAMORE","RO","OUTRAS CAUSAS","INDETERMINADO",-10.4106678,-65.3305618
"1072","13/09/2018 08:09:00","MARAIWATSEDE","ALTO BOA VISTA","MT","OUTRAS CAUSAS","INDETERMINADO",-11.7036923,-51.6244307
"1073","15/09/2018 17:09:00","PA OLHO D AGUA I / MOJU","MOJU","PA","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-2.2524163,-48.7918587
"1074","20/10/2018 11:10:00","PA BOM JESUS / TARTARUGALZINHO","TARTARUGALZINHO","AP","OUTRAS CAUSAS","INDETERMINADO",1.3828494,-50.9907025
"1075",NA,"ARAÇÁ","AMAJARI","RR","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",3.6541852,-61.4190754
"1076",NA,"PA JOANA DARC III LH 25","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-8.7635576,-63.8971704
"1077","26/07/2017 06:07:00","Fazenda","CAVALCANTE","GO","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-13.7881435,-47.454642
"1078","22/07/2017 15:07:00","Fazenda","CAVALCANTE","GO","OUTRAS CAUSAS","INDETERMINADO",-13.7881435,-47.454642
"1079","01/07/2017 15:07:00","Distrito de Nova Cácere","CACERES","MT","EXTRATIVISMO","LIMPEZA DE ÁREA PARA MINERAÇÃO",-16.0873856,-57.6754995
"1080","27/07/2017 07:07:00","Linha Geraldo Zanini, Km 10","COTRIGUACU","MT","OUTRAS CAUSAS","INDETERMINADO",-9.9030759,-58.5657137
"1081","20/07/2017 09:07:00","Aldeia Kuia Kuare","PARANATINGA","MT","ATIVIDADE AGROPECUÁRIA","QUEIMA DE LIXO",-14.4254977,-54.0532071
"1082","06/10/2017 00:10:00","PORQUINHOS DOS CANELA-APÃNJEKRA","FERNANDO FALCAO","MA","ACIDENTE","CONFECÇÃO DE ACEIRO",-6.0924461,-45.5639787
"1083",NA,"REGIÃO DO VÃO GRANDE","TOCANTINIA","TO","OUTRAS CAUSAS","INDETERMINADO",NA,NA
"1084","15/10/2017 17:10:00","ARARIBOIA JUÇARAL","AMARANTE DO MARANHAO","MA","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-5.3458012,-46.6392183
"1085","20/09/2017 08:09:00","PA CONQUISTA /","POCONE","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-16.2565505,-56.6251286
"1086","07/08/2017 10:08:00","Aldeia Santana","NOBRES","MT","ACIDENTE","REIGNIÇÃO",-14.2087889,-55.4797867
"1087","20/07/2016 15:07:00","BR 364 SENTIDO JACI PARANÁ","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-9.2560662,-64.3936013
"1088","27/07/2016 12:07:00","kALUNGA","CAVALCANTE","GO","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-13.7904208,-47.458134
"1089","11/09/2016 14:09:00","PA Joana Darc III - Linha 17","PORTO VELHO","RO","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-8.7635576,-63.8971704
"1090","10/09/2016 16:09:00","PA Joana Darc III - Linha 15","PORTO VELHO","RO","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-11.233369,-62.4507486
"1091","19/06/2017 14:06:00","Chacara Moa","CANDEIAS DO JAMARI","RO","OUTRAS CAUSAS","INDETERMINADO",-8.7770814,-63.7151947
"1092","26/06/2018 14:06:00","Aldeia Duas Cachoeiras","TANGARA DA SERRA","MT","EXTRATIVISMO","CAÇA",-14.6197344,-57.4875157
"1093","26/06/2018 12:06:00","Aldeia Duas Cachoeiras","SAPEZAL","MT","EXTRATIVISMO","CAÇA",-13.54793,-58.816125
"1094",NA,"joana darc linha 13","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-8.737253,-63.874244
"1095",NA,"Guajara Mirim","PORTO VELHO","RO","OUTRAS CAUSAS","VANDALISMO",-8.764695,-63.887295
"1096","13/08/2018 10:08:00","PA BOM JESUS / TARTARUGALZINHO","TARTARUGALZINHO","AP","OUTRAS CAUSAS","VANDALISMO",1.3828494,-50.9907025
"1097","13/09/2018 04:09:00","PAD Boa Esperança - Ramal Sergio Barros","SENA MADUREIRA","AC","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-21.092795,-45.5628734
"1098","05/08/2018 13:08:00","Santa Rita/ Floriano","FLORIANO","PI","ACIDENTE","REIGNIÇÃO",-6.792346,-43.0230037
"1099","23/08/2018 11:08:00","Aparecida Procópio","FLORIANO","PI","ACIDENTE","REIGNIÇÃO",-6.7841173,-43.0018754
"1100","02/03/2016 13:03:00","SÃO MARCOS - RR","PACARAIMA","RR","OUTRAS CAUSAS","VANDALISMO",4.478414,-61.1482639
"1101","10/09/2016 08:09:00","RACHÃO DAS NEVES, POVOADO DE CARIPARÉ","RIACHAO DAS NEVES","BA","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-11.7511937,-44.9146772
"1102","27/07/2017 13:07:00","BR 364 NOSSA SENHORA BAK","PORTO VELHO","RO","OUTRAS CAUSAS","INDETERMINADO",-8.7928559,-63.779122
"1103","14/08/2017 14:08:00","ESEC DO JARDIM BOTÂNICO","BRASILIA","DF","ATIVIDADE AGROPECUÁRIA","QUEIMA DE LIXO",-15.8841934,-47.8152783
"1104","01/09/2017 10:09:00","RIO PRETO","MACHADINHO D'OESTE","RO","OUTRAS CAUSAS","VANDALISMO",-9.4251854,-62.0024675
"1105",NA,"BACURIZINHO","GRAJAU","MA","EXTRATIVISMO","CAÇA",-5.8882671,-45.7840681
"1106","23/09/2017 09:09:00","Aldeia Cristalino","SAPEZAL","MT","ACIDENTE","CONFECÇÃO DE ACEIRO",-13.5474922,-58.816767
"1107",NA,"PARQUE DO ARAGUAIA","FORMOSO DO ARAGUAIA","TO","OUTRAS CAUSAS","VANDALISMO",-11.5146242,-50.3412051
"1108","22/08/2017 08:08:00","PRAINHA BARREIRAS","BARREIRAS","BA","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-12.1428317,-45.0116233
"1109","24/08/2018 13:08:00","Fazenda Parelhas","QUIXERAMOBIM","CE","OUTRAS CAUSAS","VANDALISMO",-5.1866912,-39.2548209
"1110","01/11/2017 16:11:00","Quilombo Kalunga","TERESINA DE GOIAS","GO","OUTRAS CAUSAS","VANDALISMO",-13.7761432,-47.2640613
"1111","29/08/2018 09:08:00","PA RETIRO / FLORIANO","FLORIANO","PI","ACIDENTE","REIGNIÇÃO",-6.7777291,-43.0462031
"1112",NA,"BR 425 KM 2","NOVA MAMORE","RO","OUTRAS CAUSAS","INDETERMINADO",-10.4116646,-65.3309329
"1113",NA,"LH 9 RIBEIRÃO","NOVA MAMORE","RO","OUTRAS CAUSAS","INDETERMINADO",-10.2602,-65.268929
"1114","26/09/2018 17:09:00","ARIE da Matinha do Pici","FORTALEZA","CE","OUTRAS CAUSAS","VANDALISMO",-3.7523864,-38.5771605
"1115","11/08/2019 12:08:00","P.A.PAIOL LINHÃO DAS BRANCAS","CACERES","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-6.207102,-52.7027956
"1116","18/09/2019 10:09:00","BR 262","CORUMBA","MS","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-19.0108492,-57.6507783
"1117","07/09/2019 11:09:00","FAZENDA AROEIRA","POCONE","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-16.266471,-56.626599
"1118","09/09/2019 06:09:00","Comunidade Campina de Pedra - Poconé/MT","POCONE","MT","OUTRAS CAUSAS","INDETERMINADO",-16.272184,-56.623903
"1119","25/09/2019 14:09:00","Linha do Jacaré","COTRIGUACU","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-9.9030759,-58.5657137
"1120","11/08/2019 06:08:00","PA RETIRO / FLORIANO","FLORIANO","PI","ACIDENTE","REIGNIÇÃO",-6.7777291,-43.0462031
"1121","08/09/2019 14:09:00","BR 262","CORUMBA","MS","OUTRAS CAUSAS","INDETERMINADO",-19.0108492,-57.6507783
"1122","28/08/2019 20:08:00","ALDEIA LIMÃO VERDE","AQUIDAUANA","MS",NA,NA,-20.322395,-55.691652
"1123","06/09/2019 17:09:00","PORTO MORRINHO","CORUMBA","MS","OUTRAS CAUSAS","INDETERMINADO",-19.4635906,-57.4170303
"1124","27/09/2019 13:09:00","Forte Coimbra","CORUMBA","MS","EXTRATIVISMO","CAÇA",-19.9196654,-57.7923168
"1125","30/10/2019 22:10:00","BR 262","CORUMBA","MS","OUTRAS CAUSAS","INDETERMINADO",-19.0108492,-57.6507783
"1126","17/08/2020 20:08:00","UMUTINA","BARRA DO BUGRES","MT","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-14.9714387,-57.0600189
"1127","09/09/2020 10:09:00","Aldeia Formoso, T.I. RIO FORMOSO-MT","TANGARA DA SERRA","MT","OUTRAS CAUSAS","INDETERMINADO",-14.5953395,-58.0691519
"1128","26/09/2020 11:09:00","ALTO RIO GUAMÁ","PARAGOMINAS","PA","OUTRAS CAUSAS","INDETERMINADO",-2.3220802,-46.7695942
"1129","05/10/2020 14:10:00","PA OLHO D AGUA I / MOJU","MOJU","PA","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-2.2524163,-48.7918587
"1130","09/10/2019 12:10:00","SÃO GABRIEL/ CORUMBÁ","CORUMBA","MS","OUTRAS CAUSAS","INDETERMINADO",-19.2042644,-56.2451825
"1131","23/10/2019 15:10:00","BR 262","CORUMBA","MS","OUTRAS CAUSAS","INDETERMINADO",-19.0108492,-57.6507783
"1132","14/09/2020 16:09:00","PARQUE INDIGENA DO XINGU/ ALTO XINGU","GAUCHA DO NORTE","MT","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-13.5118253,-53.0955851
"1133","13/08/2019 11:08:00","Aldeia Ilhaosê","TANGARA DA SERRA","MT","EXTRATIVISMO","CAÇA",-14.6068311,-57.470444
"1134","16/09/2019 13:09:00","BR 262","CORUMBA","MS","OUTRAS CAUSAS","INDETERMINADO",-19.0108492,-57.6507783
"1135","29/08/2019 17:08:00","TAUNAY/IPEGUE","AQUIDAUANA","MS","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-20.2534553,-56.0674727
"1136","13/08/2019 14:08:00","BARREIRAS","BARREIRAS","BA","OUTRAS CAUSAS","VANDALISMO",-12.1477483,-44.9953475
"1137","20/09/2020 12:09:00","LH 07","COTRIGUACU","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-9.9030481,-58.5657066
"1138","04/09/2019 13:09:00","Faz. Santa Helena","CORUMBA","MS","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-19.0051788,-57.6527913
"1139","14/09/2019 12:09:00","BR 262","CORUMBA","MS","OUTRAS CAUSAS","INDETERMINADO",-19.0108492,-57.6507783
"1140","23/03/2020 07:03:00","ALDEIA VELHA","PORTO SEGURO","BA","ATIVIDADE AGROPECUÁRIA","QUEIMA DE LIXO",-16.4443537,-39.0653656
"1141","01/09/2020 16:09:00","BR MT-170 / Nova União - Cotriguaçú","COTRIGUACU","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-9.3669037,-58.951555
"1142","30/10/2019 12:10:00","PORTO MORRINHO","CORUMBA","MS","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-19.4635906,-57.4170303
"1143","26/08/2020 11:08:00","Aldeia Kolidiki","TANGARA DA SERRA","MT","ATIVIDADE AGROPECUÁRIA","QUEIMA DE LIXO",-14.6068311,-57.470444
"1144",NA,"PA PAIOL / CACERES","CACERES","MT","OUTRAS CAUSAS","VANDALISMO",-16.0834866,-57.6756709
"1145","14/09/2020 14:09:00","LH 0","COTRIGUACU","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-9.9030481,-58.5657066
"1146","17/09/2020 12:09:00","PA OLHO D AGUA I / MOJU","MOJU","PA","OUTRAS CAUSAS","INDETERMINADO",-2.2524163,-48.7918587
"1147","25/09/2020 12:09:00","Próximo Aldeia Africo","TANGARA DA SERRA","MT","OUTRAS CAUSAS","INDETERMINADO",-14.6303587,-57.50013
"1148","27/09/2020 10:09:00","Próximo Lavoura Indígena","TANGARA DA SERRA","MT","OUTRAS CAUSAS","INDETERMINADO",-14.6199286,-57.4861788
"1149","10/10/2020 17:10:00","ALTO RIO GUAMÁ","PARAGOMINAS","PA","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-2.3220802,-46.7695942
"1150","10/10/2019 15:10:00","BR MT-140 / Ouro Verde - Cotriguaçú","COTRIGUACU","MT","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM PLANTADA",-9.90232,-58.5684
"1151","31/08/2019 14:08:00","PARQUE DO XINGU","SAO FELIX DO ARAGUAIA","MT","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-11.6179703,-50.6650754
"1152","04/09/2020 13:09:00","PA OLHO D AGUA I / MOJU","MOJU","PA","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-2.2524163,-48.7918587
"1153","08/10/2020 14:10:00","ALTO RIO GUAMÁ","PARAGOMINAS","PA","ATIVIDADE AGROPECUÁRIA","LIMPEZA DE ÁREA PARA CULTIVO",-2.3220802,-46.7695942
"1154","23/09/2018 15:09:00","PARNA DA CHAPADA DIAMANTINA","ITAETE","BA","ACIDENTE","FAGULHA TRANSPORTADA PELO VENTO",-4.2647341,-55.991954
"1155","19/09/2017 11:09:00","PA MARIPÃ? / MONTE ALEGRE","MONTE ALEGRE","PA","OUTRAS CAUSAS","VANDALISMO",-2.0051708,-54.0677703
"1156","24/08/2017 15:08:00","AVÁ-CANOEIRO","MINACU","GO","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-13.5292251,-48.225823
"1157","24/08/2017 15:08:00","AVÁ-CANOEIRO","COLINAS DO SUL","GO","ATIVIDADE AGROPECUÁRIA","RENOVAÇÃO DE PASTAGEM NATURAL",-14.1504898,-48.0766717
"1158","07/12/2018 14:12:00","CAPIBARIBE","TAQUARITINGA DO NORTE","PE","OUTRAS CAUSAS","VANDALISMO",-7.9505887,-36.204105
"1159","12/01/2016 09:01:00","YANOMAMI","MUCAJAI","RR","EXTRATIVISMO","CAÇA",2.4470932,-60.9187845
"1160","16/08/2018 12:08:00","ESEC do Castanhão","IRACEMA","CE","EXTRATIVISMO","EXTRAÇÃO DE MEL",-5.6247436,-38.5024249
"1161",NA,"SÃO MARCOS - RR","PACARAIMA","RR","OUTRAS CAUSAS","INDETERMINADO",4.478414,-61.1482639
"1162",NA,"PARNA BOQUEIRÃO DA ONÇA","SENTO SE","BA","EXTRATIVISMO","LIMPEZA DE ÁREA PARA MINERAÇÃO",-10.0451021,-41.7606472
